date,media_buyer,region,team,ad_spend_usd,result_count,lead_count,platform,cost_per_lead,cost_per_result
2025-06-19,YK,DE,ZZ,339.93,14.0,3.0,,113.31,113.31
2025-06-19,LYD,DE,ZZ,118.89,3.0,0.0,,,
2025-06-20,MY,IN,ZZ,134.24,33.0,18.0,,7.457777778,7.457777778
2025-06-20,YJ,IN,ZZ,3428.54,625.0,248.0,,13.82475806,13.82475806
2025-06-20,SG,IN,ZZ,1967.25,418.0,192.0,,10.24609375,10.24609375
2025-06-20,YK,DE,ZZ,225.67,9.0,2.0,,112.835,112.835
2025-06-20,HW,IN,ZZ,2038.56,340.0,100.0,,20.3856,20.3856
2025-06-20,HY,IN,ZZ,479.17,118.0,93.0,,5.152365591,5.152365591
2025-06-20,WD,DE,ZZ,203.72,5.0,1.0,,203.72,203.72
2025-06-20,LYD,DE,ZZ,68.95,2.0,0.0,,,
2025-06-20,ZJ,DE,ZZ,340.16,12.0,1.0,,340.16,340.16
2025-06-21,YK,DE,ZZ,197.56,11.0,1.0,,197.56,197.56
2025-06-21,WD,DE,ZZ,212.72,6.0,0.0,,,
2025-06-21,LYD,DE,ZZ,116.85,3.0,0.0,,,
2025-06-21,ZJ,DE,ZZ,156.62,4.0,1.0,,156.62,156.62
2025-06-22,YK,DE,ZZ,315.54,21.0,5.0,,63.108,63.108
2025-06-22,WD,DE,ZZ,0.0,0.0,0.0,,,
2025-06-23,SG,IN,ZZ,990.72,234.0,125.0,,7.92576,7.92576
2025-06-23,HY,IN,ZZ,728.9,191.0,94.0,,7.754255319,7.754255319
2025-06-23,MY,IN,ZZ,1044.99,257.0,85.0,,12.294,12.294
2025-06-23,YJ,IN,ZZ,1903.6,410.0,87.0,,21.88045977,21.88045977
2025-06-23,SG,DE,ZZ,79.74,4.0,1.0,,79.74,79.74
2025-06-23,YK,DE,ZZ,202.27,8.0,2.0,,101.135,101.135
2025-06-23,YJ,DE,ZZ,83.96,2.0,0.0,,,
2025-06-23,XC,西班牙,UNKNOWN,173.15,15.0,4.0,,43.2875,43.2875
2025-06-23,WD,DE,ZZ,411.9,6.0,1.0,,411.9,411.9
2025-06-23,XH,意大利,ZZ,1.96,0.0,0.0,,,
2025-06-23,LYD,DE,ZZ,205.55,6.0,0.0,,,
2025-06-23,MY,DE,ZZ,30.1,0.0,0.0,,,
2025-06-23,ZJ,DE,ZZ,273.52,9.0,2.0,,136.76,136.76
2025-06-24,SG,DE,ZZ,40.46,2.0,0.0,,,
2025-06-24,HY,IN,ZZ,904.52,257.0,115.0,,7.865391304,7.865391304
2025-06-24,HW,IN,ZZ,1872.91,380.0,98.0,,19.11132653,19.11132653
2025-06-24,YK,DE,ZZ,281.84,15.0,2.0,,140.92,140.92
2025-06-24,WD,DE,ZZ,341.67,4.0,1.0,,341.67,341.67
2025-06-24,ZJ,DE,ZZ,186.85,7.0,3.0,,62.28333333,62.28333333
2025-06-24,LYD,DE,ZZ,147.11,5.0,0.0,,,
2025-06-24,XC,西班牙,UNKNOWN,186.61,7.0,1.0,,186.61,186.61
2025-06-25,SG,IN,ZZ,1342.36,255.0,116.0,,11.57206897,11.57206897
2025-06-25,YJ,IN,ZZ,759.92,289.0,72.0,,10.55444444,10.55444444
2025-06-25,MY,IN,ZZ,717.49,163.0,64.0,,11.21078125,11.21078125
2025-06-25,HW,IN,ZZ,1071.69,271.0,104.0,,10.30471154,10.30471154
2025-06-25,WD,DE,ZZ,134.15,2.0,1.0,,134.15,134.15
2025-06-25,ZJ,DE,ZZ,54.23,2.0,1.0,,54.23,54.23
2025-06-25,YK,DE,ZZ,403.73,16.0,2.0,,201.865,201.865
2025-06-25,LYD,DE,ZZ,228.45,5.0,0.0,,,
2025-06-25,MY,DE,ZZ,68.3,2.0,0.0,,,
2025-06-26,MY,IN,ZZ,304.73,82.0,30.0,,10.15766667,10.15766667
2025-06-26,HY,IN,ZZ,1039.88,291.0,110.0,,9.453454545,9.453454545
2025-06-26,YJ,IN,ZZ,1319.65,310.0,90.0,,14.66277778,14.66277778
2025-06-26,SG,IN,ZZ,903.69,163.0,50.0,,18.0738,18.0738
2025-06-26,HW,IN,ZZ,1343.77,287.0,88.0,,15.27011364,15.27011364
2025-06-26,YK,DE,ZZ,127.0,8.0,1.0,,127.0,127.0
2025-06-26,WD,DE,ZZ,169.46,3.0,2.0,,84.73,84.73
2025-06-26,ZJ,DE,ZZ,242.16,15.0,15.0,,16.144,16.144
2025-06-26,LYD,DE,ZZ,33.97,1.0,0.0,,,
2025-06-26,SG,DE,ZZ,38.26,1.0,0.0,,,
2025-06-27,SG,西班牙,ZZ,47.25,3.0,0.0,,,
2025-06-27,SG,DE,ZZ,50.08,2.0,0.0,,,
2025-06-27,HY,DE,ZZ,30.61,1.0,0.0,,,
2025-06-27,LYD,DE,ZZ,43.11,1.0,0.0,,,
2025-06-27,WD,DE,ZZ,19.79,2.0,0.0,,,
2025-06-27,YK,DE,ZZ,31.97,3.0,2.0,,15.985,15.985
2025-06-27,MY,西班牙,ZZ,28.431,1.0,0.0,,,
2025-06-27,ZJ,DE,ZZ,417.38,17.0,6.0,,69.56333333,69.56333333
2025-06-28,WD,DE,ZZ,152.92,4.0,0.0,,,
2025-06-28,YK,DE,ZZ,41.11,3.0,2.0,,20.555,20.555
2025-06-28,HY,DE,ZZ,140.74,8.0,0.0,,,
2025-06-28,SG,DE,ZZ,147.89,7.0,0.0,,,
2025-06-28,XH,意大利,ZZ,97.42,0.0,0.0,,,
2025-06-28,LYD,DE,ZZ,6.28,0.0,0.0,,,
2025-06-28,YJ,DE,ZZ,10.38,0.0,0.0,,,
2025-06-29,YJ,DE,ZZ,131.04,4.0,0.0,,,
2025-06-29,YK,DE,ZZ,224.98,12.0,3.0,,74.99333333,74.99333333
2025-06-28,ZJ,DE,ZZ,97.21,9.0,3.0,,32.40333333,32.40333333
2025-06-18,ZJ,奥地利,ZZ,122.45,2.0,0.0,,,
2025-06-30,YJ,IN,ZZ,1345.79,320.0,94.0,,14.31691489,14.31691489
2025-06-30,MY,西班牙,ZZ,22.28,3.0,1.0,,22.28,22.28
2025-06-30,SG,IN,ZZ,1021.0,216.0,100.0,,10.21,10.21
2025-06-30,SG,DE,ZZ,51.99,2.0,0.0,,,
2025-06-08,YJ,IN,ZZ,203.43,0.0,0.0,,,
2025-06-30,YK,DE,ZZ,25.38,15.0,5.0,,5.076,5.076
2025-06-30,MY,DE,ZZ,107.76,4.0,0.0,,,
2025-06-30,ZJ,DE,ZZ,245.48,15.0,5.33,,46.05628518,46.05628518
2025-07-01,SG,IN,ZZ,1748.44,410.0,235.0,,7.440170213,7.440170213
2025-07-01,HY,IN,ZZ,3516.82,917.0,436.0,,8.066100917,8.066100917
2025-07-01,HW,IN,ZZ,1268.2,350.0,156.0,,8.129487179,8.129487179
2025-07-01,YJ,IN,ZZ,1941.56,370.0,126.0,,15.40920635,15.40920635
2025-07-01,MY,IN,ZZ,865.75,288.0,164.0,,5.278963415,5.278963415
2025-07-01,SG,DE,ZZ,102.24,8.0,7.66,,13.34725849,13.34725849
2025-07-01,ZJ,DE,ZZ,40.99,3.0,0.0,,,
2025-07-01,LYD,DE,ZZ,30.9,1.0,0.0,,,
2025-07-02,SG,DE,ZZ,108.94,6.0,4.0,,27.235,27.235
2025-07-02,HW,IN,ZZ,5021.12,1200.0,547.0,,9.179378428,9.179378428
2025-07-02,YJ,IN,ZZ,8768.57,1650.0,803.0,,10.91976339,10.91976339
2025-07-02,HY,IN,ZZ,10904.27,2347.0,1129.0,,9.658343667,9.658343667
2025-07-02,MY,IN,ZZ,3570.13,877.0,460.0,,7.761152174,7.761152174
2025-07-02,YK,IN,ZZ,16.23,5.0,3.0,,5.41,5.41
2025-07-02,SG,IN,ZZ,10403.82,2015.0,927.0,,11.2231068,11.2231068
2025-07-02,YK,DE,ZZ,91.54,3.0,0.0,,,
2025-07-02,LYD,DE,ZZ,4.97,0.0,0.0,,,
2025-07-03,LYD,IN,ZZ,11.96,4.0,2.0,,5.98,5.98
2025-07-03,LYD,DE,ZZ,24.36,1.0,0.0,,,
2025-07-03,MY,IN,ZZ,1242.38,316.0,144.0,,8.627638889,8.627638889
2025-07-03,HY,IN,ZZ,11317.29,2192.0,998.0,,11.33996994,11.33996994
2025-07-03,SG,DE,ZZ,72.14,2.0,0.0,,,
2025-07-03,YK,IN,ZZ,11.06,2.0,0.0,,,
2025-07-03,YK,DE,ZZ,63.02,3.0,1.0,,63.02,63.02
2025-07-03,YJ,IN,ZZ,8026.48,1450.0,540.0,,14.86385185,14.86385185
2025-07-03,SG,IN,ZZ,16433.22,2673.0,1144.0,,14.3647028,14.3647028
2025-07-03,HW,IN,ZZ,8717.06,1653.0,770.0,,11.32085714,11.32085714
2025-07-04,YJ,IN,ZZ,2052.07,523.0,126.0,,16.28626984,16.28626984
2025-07-04,MY,IN,ZZ,2042.25,357.0,145.0,,14.08448276,14.08448276
2025-07-04,HY,IN,ZZ,11711.58,2212.0,827.0,,14.16152358,14.16152358
2025-07-04,LYD,IN,ZZ,268.28,30.0,16.0,,16.7675,16.7675
2025-07-04,SG,IN,ZZ,5752.13,1123.0,457.0,,12.58671772,12.58671772
2025-07-04,HW,IN,ZZ,6195.25,1149.0,596.0,,10.39471477,10.39471477
2025-07-04,YK,DE,ZZ,124.4,3.0,0.0,,,
2025-07-05,ZJ,DE,ZZ,117.95,9.0,6.0,,19.65833333,19.65833333
2025-07-05,MY,DE,ZZ,17.91,0.0,0.0,,,
2025-07-05,HW,意大利,ZZ,340.74,12.0,1.0,,340.74,340.74
2025-07-05,YK,DE,ZZ,169.77,9.0,2.0,,84.885,84.885
2025-07-05,LYD,DE,ZZ,15.61,0.0,0.0,,,
2025-07-06,SG,IN,ZZ,1574.68,287.0,94.0,,16.75191489,16.75191489
2025-07-06,HW,IN,ZZ,1433.58,254.0,97.0,,14.77917526,14.77917526
2025-07-06,ZJ,DE,ZZ,278.52,18.0,8.0,,34.815,34.815
2025-07-06,YK,DE,ZZ,224.26,10.0,3.33,,67.34534535,67.34534535
2025-07-06,LYD,DE,ZZ,16.23,0.0,0.0,,,
2025-07-07,MY,IN,ZZ,1681.9,306.0,95.0,,17.70421053,17.70421053
2025-07-07,SG,IN,ZZ,741.12,214.0,140.0,,5.293714286,5.293714286
2025-07-07,LYD,IN,ZZ,195.7,30.0,14.0,,13.97857143,13.97857143
2025-07-07,YJ,IN,ZZ,2287.81,423.0,187.0,,12.23427807,12.23427807
2025-07-07,HW,IN,ZZ,1862.05,380.0,103.0,,18.07815534,18.07815534
2025-07-07,HY,IN,ZZ,1737.34,324.0,100.0,,17.3734,17.3734
2025-07-07,HW,DE,ZZ,9.14,2.0,0.0,,,
2025-07-06,HY,IN,ZZ,369.35,0.0,0.0,,,
2025-07-07,YK,DE,ZZ,463.79,20.0,6.33,,73.2685624,73.2685624
2025-07-07,ZJ,DE,ZZ,323.61,19.0,10.0,,32.361,32.361
2025-07-08,MY,IN,ZZ,3122.16,586.0,168.0,,18.58428571,18.58428571
2025-07-08,SG,IN,ZZ,8072.53,1608.0,632.0,,12.77299051,12.77299051
2025-07-08,HY,IN,ZZ,3290.54,625.0,211.0,,15.5949763,15.5949763
2025-07-08,HW,意大利,ZZ,186.85,10.0,0.0,,,
2025-07-08,HW,DE,ZZ,324.55,11.0,4.0,,81.1375,81.1375
2025-07-08,YJ,IN,ZZ,557.87,50.0,15.0,,37.19133333,37.19133333
2025-07-08,LYD,DE,ZZ,71.4,3.0,0.0,,,
2025-07-08,ZJ,DE,ZZ,581.43,14.0,6.0,,96.905,96.905
2025-07-09,HY,IN,ZZ,9826.25,1447.0,557.0,,17.64138241,17.64138241
2025-07-09,SG,IN,ZZ,8007.24,1357.0,619.0,,12.93576737,12.93576737
2025-07-09,MY,IN,ZZ,5578.73,817.0,296.0,,18.84706081,18.84706081
2025-07-09,YK,DE,ZZ,222.96,11.0,6.0,,37.16,37.16
2025-07-09,HW,DE,ZZ,215.07,3.0,0.0,,,
2025-07-09,ZJ,IN,ZZ,621.74,103.0,41.0,,15.16439024,15.16439024
2025-07-09,LYD,DE,ZZ,177.5,5.0,0.0,,,
2025-07-09,LYD,IN,ZZ,36.78,8.0,2.0,,18.39,18.39
2025-07-09,ZJ,DE,ZZ,337.59,21.0,5.0,,67.518,67.518
2025-07-10,SG,DE,ZZ,31.21,0.0,0.0,,,
2025-07-10,HY,IN,ZZ,9640.55,1491.0,713.0,,13.52110799,13.52110799
2025-07-10,MY,IN,ZZ,5974.91,862.0,376.0,,15.89071809,15.89071809
2025-07-10,ZJ,IN,ZZ,5625.77,800.0,377.0,,14.92246684,14.92246684
2025-07-10,SG,IN,ZZ,9814.71,1524.0,761.0,,12.89712221,12.89712221
2025-07-10,YK,DE,ZZ,147.45,8.0,2.66,,55.43233083,55.43233083
2025-07-10,HW,DE,ZZ,228.01,9.0,4.0,,57.0025,57.0025
2025-07-10,LYD,DE,ZZ,157.49,8.0,0.0,,,
2025-07-10,ZJ,DE,ZZ,273.8,11.0,3.0,,91.26666667,91.26666667
2025-07-11,HY,IN,ZZ,21338.59,3134.0,1298.0,,16.43959168,16.43959168
2025-07-11,ZJ,IN,ZZ,8173.74,1044.0,560.0,,14.59596429,14.59596429
2025-07-11,YK,DE,ZZ,152.03,10.0,3.0,,50.67666667,50.67666667
2025-07-11,SG,IN,ZZ,10164.59,1345.0,674.0,,15.08099407,15.08099407
2025-07-11,YJ,DE,ZZ,1152.48,29.0,9.0,,128.0533333,128.0533333
2025-07-11,MY,IN,ZZ,8460.07,1264.0,548.0,,15.43808394,15.43808394
2025-07-12,SG,IN,ZZ,4357.79,847.0,384.0,,11.34841146,11.34841146
2025-07-12,HY,IN,ZZ,4147.61,801.0,430.0,,9.645604651,9.645604651
2025-07-12,YJ,DE,ZZ,1124.99,43.0,16.33,,68.89099816,68.89099816
2025-07-12,YK,DE,ZZ,593.63,34.0,10.33,,57.46660213,57.46660213
2025-07-13,HY,IN,ZZ,12900.56,2209.0,920.0,,14.02234783,14.02234783
2025-07-13,MY,IN,ZZ,9679.16,1641.0,723.0,,13.38749654,13.38749654
2025-07-13,SG,IN,ZZ,8119.18,1245.0,550.0,,14.76214545,14.76214545
2025-07-13,HW,DE,ZZ,411.56,12.0,1.0,,411.56,411.56
2025-07-13,YK,DE,ZZ,1185.3,83.0,30.0,,39.51,39.51
2025-07-13,YJ,DE,ZZ,506.01,13.0,1.0,,506.01,506.01
2025-07-13,ZJ,IN,ZZ,6166.86,1011.0,548.0,,11.25339416,11.25339416
2025-07-14,HY,IN,ZZ,6120.94,1018.0,461.0,,13.27752711,13.27752711
2025-07-14,SG,IN,ZZ,3094.0,649.0,320.0,,9.66875,9.66875
2025-07-14,ZJ,IN,ZZ,4036.51,578.0,302.0,,13.36592715,13.36592715
2025-07-14,MY,IN,ZZ,5963.49,1022.0,473.0,,12.60780127,12.60780127
2025-07-14,LYD,DE,ZZ,224.85,6.0,0.0,,,
2025-07-14,HW,DE,ZZ,1081.3,68.0,21.0,,51.49047619,51.49047619
2025-07-14,YJ,DE,ZZ,570.93,23.0,8.0,,71.36625,71.36625
2025-07-14,YK,DE,ZZ,1976.28,73.0,37.0,,53.41297297,53.41297297
2025-07-15,MY,IN,ZZ,52.9,30.0,14.0,,3.778571429,3.778571429
2025-07-15,HY,IN,ZZ,672.31,191.0,49.0,,13.72061224,13.72061224
2025-07-15,ZJ,IN,ZZ,54.52,15.0,10.0,,5.452,5.452
2025-07-15,YJ,DE,ZZ,987.14,35.0,12.0,,82.26166667,82.26166667
2025-07-15,LYD,DE,ZZ,97.97,2.0,0.0,,,
2025-07-15,YK,DE,ZZ,3059.08,104.0,55.0,,55.61963636,55.61963636
2025-07-15,HW,DE,ZZ,1660.04,120.0,40.0,,41.501,41.501
2025-07-16,HY,IN,ZZ,2872.43,593.0,133.0,,21.59721805,21.59721805
2025-07-16,HW,IN,ZZ,499.11,70.0,22.0,,22.68681818,22.68681818
2025-07-16,YK,DE,ZZ,1671.66,63.0,26.0,,64.29461538,64.29461538
2025-07-16,HW,DE,ZZ,1387.35,70.0,28.0,,49.54821429,49.54821429
2025-07-16,YJ,DE,ZZ,991.92,50.0,19.0,,52.20631579,52.20631579
2025-07-16,SG,DE,ZZ,42.15,2.0,0.0,,,
2025-07-17,MY,IN,ZZ,1000.0,150.0,48.0,,20.83333333,20.83333333
2025-07-17,HW,IN,ZZ,4796.56,940.0,382.0,,12.55643979,12.55643979
2025-07-17,HY,IN,ZZ,6548.29,736.0,335.0,,19.54713433,19.54713433
2025-07-17,YJ,DE,ZZ,1453.65,60.0,29.0,,50.12586207,50.12586207
2025-07-17,YK,DE,ZZ,628.21,14.0,6.0,,104.7016667,104.7016667
2025-07-17,HW,DE,ZZ,1695.77,58.0,25.0,,67.8308,67.8308
2025-07-18,HW,IN,ZZ,5059.07,800.0,362.0,,13.97533149,13.97533149
2025-07-18,SG,IN,ZZ,3365.68,801.0,350.0,,9.616228571,9.616228571
2025-07-18,HY,IN,ZZ,1152.68,417.0,77.0,,14.96987013,14.96987013
2025-07-18,LYD,DE,ZZ,374.94,6.0,0.0,,,
2025-07-18,YJ,DE,ZZ,635.65,26.0,11.0,,57.78636364,57.78636364
2025-07-18,HW,DE,ZZ,866.8,26.0,7.0,,123.8285714,123.8285714
2025-07-18,YK,DE,ZZ,142.08,5.0,1.0,,142.08,142.08
2025-07-19,MY,IN,ZZ,51.13,8.0,3.0,,17.04333333,17.04333333
2025-07-19,ZJ,IN,ZZ,3715.73,734.0,239.0,,15.54698745,15.54698745
2025-07-18,SG,DE,ZZ,136.83,10.0,6.0,,22.805,22.805
2025-07-19,SG,IN,ZZ,9644.44,1526.0,705.0,,13.68005674,13.68005674
2025-07-19,HY,IN,ZZ,835.91,145.0,47.0,,17.78531915,17.78531915
2025-07-19,HW,IN,ZZ,1332.57,209.0,93.0,,14.32870968,14.32870968
2025-07-20,SG,DE,ZZ,146.15,3.0,2.0,,73.075,73.075
2025-07-20,SG,IN,ZZ,16555.59,2675.0,1176.0,,14.07788265,14.07788265
2025-07-20,ZJ,IN,ZZ,8479.9,1432.0,551.0,,15.39001815,15.39001815
2025-07-20,YJ,DE,ZZ,412.84,4.0,1.0,,412.84,412.84
2025-07-20,HW,DE,ZZ,437.07,17.0,5.0,,87.414,87.414
2025-07-21,HY,IN,ZZ,851.18,145.0,54.0,,15.76259259,15.76259259
2025-07-21,SG,IN,ZZ,2740.16,364.0,149.0,,18.39033557,18.39033557
2025-07-21,ZJ,IN,ZZ,3617.61,563.0,217.0,,16.67101382,16.67101382
2025-07-21,HW,DE,ZZ,1279.03,67.0,23.0,,55.61,55.61
2025-07-21,YJ,DE,ZZ,2292.29,65.0,29.5,,77.70474576,77.70474576
2025-07-21,MY,DE,ZZ,25.77,2.0,0.0,,,
2025-07-21,SG,DE,ZZ,194.16,8.0,2.5,,77.664,77.664
2025-07-22,HY,IN,ZZ,5192.08,1126.0,272.0,,19.08852941,19.08852941
2025-07-22,SG,IN,ZZ,10067.61,1976.0,566.0,,17.78729682,17.78729682
2025-07-22,SG,DE,ZZ,124.47,3.0,0.0,,,
2025-07-22,YJ,DE,ZZ,376.73,23.0,10.0,,37.673,37.673
2025-07-22,YK,DE,ZZ,109.14,3.0,0.0,,,
2025-07-23,HY,IN,ZZ,6001.22,1190.0,347.0,,17.29458213,17.29458213
2025-07-23,SG,IN,ZZ,8933.93,1345.0,621.0,,14.38636071,14.38636071
2025-07-23,MY,IN,ZZ,3502.5,881.0,310.0,,11.2983871,11.2983871
2025-07-23,ZJ,IN,ZZ,6049.27,1013.0,422.0,,14.33476303,14.33476303
2025-07-24,HY,IN,ZZ,5089.13,1149.0,372.0,,13.68045699,13.68045699
2025-07-24,MY,IN,ZZ,5308.36,908.0,411.0,,12.91571776,12.91571776
2025-07-24,SG,IN,ZZ,3375.11,524.0,208.0,,16.22649038,16.22649038
2025-07-24,HW,IN,ZZ,127.83,23.0,9.0,,14.20333333,14.20333333
2025-07-24,YK,DE,ZZ,384.6,12.0,5.0,,76.92,76.92
2025-07-24,HW,DE,ZZ,668.83,14.0,4.0,,167.2075,167.2075
2025-07-24,YJ,DE,ZZ,741.14,42.0,20.0,,37.057,37.057
2025-07-24,ZJ,IN,ZZ,3962.66,687.0,237.0,,16.72008439,16.72008439
2025-07-25,YJ,DE,ZZ,524.79,22.0,9.0,,58.31,58.31
2025-07-25,YK,DE,ZZ,148.67,4.0,1.0,,148.67,148.67
2025-07-25,HY,IN,ZZ,19625.71,3157.0,1107.0,,17.72873532,17.72873532
2025-07-25,MY,IN,ZZ,9150.7,1428.0,551.0,,16.60744102,16.60744102
2025-07-25,HW,DE,ZZ,186.54,15.0,4.0,,46.635,46.635
2025-07-26,SG,IN,ZZ,1477.71,304.0,143.0,,10.33363636,10.33363636
2025-07-26,HY,IN,ZZ,1963.5,368.0,101.0,,19.44059406,19.44059406
2025-07-26,MY,IN,ZZ,12765.87,2003.0,751.0,,16.99849534,16.99849534
2025-07-26,ZJ,IN,ZZ,3938.92,609.0,210.0,,18.7567619,18.7567619
2025-07-27,HY,IN,ZZ,6528.57,1428.0,364.0,,17.93563187,17.93563187
2025-07-27,SG,IN,ZZ,1758.31,293.0,136.0,,12.92875,12.92875
2025-07-27,HW,IN,ZZ,990.28,192.0,80.0,,12.3785,12.3785
2025-07-27,MY,IN,ZZ,8149.07,1117.0,458.0,,17.79272926,17.79272926
2025-07-27,ZJ,IN,ZZ,4035.98,510.0,182.0,,22.17571429,22.17571429
2025-07-28,SG,IN,ZZ,1601.07,287.0,109.0,,14.6887156,14.6887156
2025-07-28,HW,意大利,ZZ,90.29,11.0,1.0,,90.29,90.29
2025-07-28,YK,意大利,ZZ,539.56,39.0,28.0,,19.27,19.27
2025-07-28,YK,DE,ZZ,3.3,0.0,0.0,,,
2025-07-29,HW,IN,ZZ,1005.3,220.0,147.0,,6.83877551,6.83877551
2025-07-28,YJ,意大利,ZZ,1423.31,89.0,27.0,,52.71518519,52.71518519
2025-07-29,HY,IN,ZZ,10702.2,2037.0,681.0,,15.7154185,15.7154185
2025-07-29,MY,IN,ZZ,3723.97,758.0,332.0,,11.21677711,11.21677711
2025-07-29,ZJ,IN,ZZ,4322.91,869.0,434.0,,9.96062212,9.96062212
2025-07-29,SG,IN,ZZ,3173.14,435.0,177.0,,17.92734463,17.92734463
2025-07-29,YK,意大利,ZZ,1700.71,131.0,24.5,,69.41673469,69.41673469
2025-07-29,HW,意大利,ZZ,286.48,42.0,15.0,,19.09866667,19.09866667
2025-07-29,YJ,意大利,ZZ,877.42,69.0,18.0,,48.74555556,48.74555556
2025-07-29,YJ,DE,ZZ,336.55,25.0,14.0,,24.03928571,24.03928571
2025-07-30,HY,IN,ZZ,11079.45,1901.0,650.0,,17.04530769,17.04530769
2025-07-29,HW,DE,ZZ,1245.99,90.0,26.0,,47.92269231,47.92269231
2025-07-30,ZJ,IN,ZZ,5851.64,1136.0,470.0,,12.45029787,12.45029787
2025-07-30,MY,IN,ZZ,6014.72,1077.0,394.0,,15.2657868,15.2657868
2025-07-30,SG,IN,ZZ,2550.9,487.0,133.0,,19.17969925,19.17969925
2025-07-30,HW,意大利,ZZ,1479.4,145.0,39.5,,37.45316456,37.45316456
2025-07-30,YJ,意大利,ZZ,873.23,62.0,19.5,,44.78102564,44.78102564
2025-07-30,YK,意大利,ZZ,1068.83,65.0,12.5,,85.5064,85.5064
2025-07-30,SG,NG,ZZ,42.76,0.0,0.0,,,
2025-07-30,YJ,DE,ZZ,484.95,28.0,21.0,,23.09285714,23.09285714
2025-07-30,HW,DE,ZZ,1614.96,92.0,34.0,,47.49882353,47.49882353
2025-07-31,HW,IN,ZZ,371.35,50.0,25.0,,14.854,14.854
2025-07-31,MY,IN,ZZ,317.09,11.0,2.0,,158.545,158.545
2025-07-31,HY,IN,ZZ,4541.54,765.0,215.0,,21.12344186,21.12344186
2025-07-31,HW,意大利,ZZ,1699.42,128.0,37.0,,45.93027027,45.93027027
2025-07-31,YJ,意大利,ZZ,236.35,23.0,7.5,,31.51333333,31.51333333
2025-07-31,SG,IN,ZZ,8043.98,1435.0,453.0,,17.75713024,17.75713024
2025-07-31,YK,意大利,ZZ,1094.44,68.0,23.5,,46.57191489,46.57191489
2025-07-31,YK,DE,ZZ,917.91,37.0,14.0,,65.565,65.565
2025-07-31,ZJ,IN,ZZ,8093.13,1359.0,453.0,,17.86562914,17.86562914
2025-07-31,SG,NG,ZZ,44.53,0.0,0.0,,,
2025-07-31,YJ,DE,ZZ,146.04,12.0,8.0,,18.255,18.255
2025-07-31,HW,DE,ZZ,506.34,24.0,9.0,,56.26,56.26
2025-08-01,HY,IN,ZZ,5001.35,665.0,280.0,,17.86196429,17.86196429
2025-08-01,HW,意大利,ZZ,1344.54,74.0,25.0,,53.7816,53.7816
2025-08-01,SG,IN,ZZ,4597.26,749.0,318.0,,14.45679245,14.45679245
2025-08-01,YJ,意大利,ZZ,758.98,60.0,16.5,,45.99878788,45.99878788
2025-08-01,MY,IN,ZZ,89.0,5.0,1.0,,89.0,89.0
2025-08-02,YJ,意大利,ZZ,1291.64,75.0,20.5,,63.00682927,63.00682927
2025-08-02,YK,意大利,ZZ,202.48,10.0,1.0,,202.48,202.48
2025-08-02,HY,IN,ZZ,5677.51,875.0,342.0,,16.60090643,16.60090643
2025-08-02,SG,IN,ZZ,5872.28,1127.0,385.0,,15.25267532,15.25267532
2025-08-02,MY,IN,ZZ,212.87,6.0,0.0,,,
2025-08-02,HW,意大利,ZZ,1003.18,51.0,14.5,,69.18482759,69.18482759
2025-08-03,HW,意大利,ZZ,963.97,68.0,19.5,,49.43435897,49.43435897
2025-08-03,YK,意大利,ZZ,383.81,30.0,6.0,,63.96833333,63.96833333
2025-08-03,YJ,意大利,ZZ,767.06,40.0,8.5,,90.24235294,90.24235294
2025-08-03,SG,IN,ZZ,9497.11,1808.0,585.0,,16.23437607,16.23437607
2025-08-03,YK,DE,ZZ,123.56,5.0,1.0,,123.56,123.56
2025-08-03,HW,DE,ZZ,222.61,4.0,0.0,,,
2025-08-03,YJ,DE,ZZ,313.6,3.0,0.0,,,
2025-08-04,YJ,DE,ZZ,96.18,3.0,1.0,,96.18,96.18
2025-08-04,HW,DE,ZZ,126.63,4.0,2.0,,63.315,63.315
2025-08-04,YK,DE,ZZ,318.62,8.0,1.0,,318.62,318.62
2025-08-04,HW,意大利,ZZ,1387.97,86.0,15.0,,92.53133333,92.53133333
2025-08-04,YK,意大利,ZZ,613.2,47.0,4.5,,136.2666667,136.2666667
2025-08-04,YJ,意大利,ZZ,434.39,40.0,3.0,,144.7966667,144.7966667
2025-08-04,SG,IN,ZZ,1816.79,327.0,89.0,,20.41337079,20.41337079
2025-08-05,HW,IN,ZZ,338.5,31.0,14.0,,24.17857143,24.17857143
2025-08-05,SG,IN,ZZ,1151.14,301.0,68.0,,16.92852941,16.92852941
2025-08-05,HY,IN,ZZ,1002.0,180.0,51.0,,19.64705882,19.64705882
2025-08-05,HW,意大利,ZZ,845.44,37.0,5.0,,169.088,169.088
2025-08-06,SG,IN,ZZ,582.88,87.0,16.0,,36.43,36.43
2025-08-06,HW,意大利,ZZ,205.99,18.0,5.0,,41.198,41.198
2025-08-06,MY,IN,ZZ,4.85,5.0,2.0,,2.425,2.425
2025-08-07,SG,IN,ZZ,1425.37,231.0,43.0,,33.14813953,33.14813953
2025-08-07,HW,意大利,ZZ,435.28,29.0,7.0,,62.18285714,62.18285714
2025-08-07,ZJ,IN,ZZ,287.49,73.0,14.0,,20.535,20.535
2025-08-08,MY,IN,ZZ,1.31,0.0,0.0,,,
2025-08-08,YK,DE,ZZ,539.48,24.0,15.0,,35.96533333,35.96533333
