时间戳记,日期,投手,地区,广告消耗（AD Spend） 美元(USD) ,成效（result）,进粉数（people）,平台,单粉成本,单次成效费用,所属团队（team）
2024-09-24 00:45:16.143000,2024-09-23,善光,土耳其(Turkey),269.53,9.0,8.0,,33.69125,33.69125,深圳团队
2024-09-24 00:46:33.558000,2024-09-23,善光,印度（India）,11016.23,709.0,526.0,,20.94340304,20.94340304,深圳团队
2024-09-24 00:47:04.078000,2024-09-23,紫光,印度（India）,547.61,29.0,24.0,,22.81708333,22.81708333,深圳团队
2024-09-24 00:47:40.572000,2024-09-23,紫光,土耳其(Turkey),254.74,11.0,9.0,,28.30444444,28.30444444,深圳团队
2024-09-24 00:51:32.328000,2024-09-23,WYF,土耳其(Turkey),1228.01,41.0,18.0,,68.22277778,68.22277778,郑州团队
2024-09-24 15:17:38.525000,2024-09-23,阿北,印度（India）,5733.56,278.0,139.0,,41.24863309,41.24863309,深圳团队
2024-09-24 15:18:27.964000,2024-09-23,云迪,印度（India）,8721.08,792.0,450.0,,19.38017778,19.38017778,深圳团队
2024-09-24 15:21:14.460000,2024-09-23,老郭,印度（India）,1726.85,132.0,83.0,,20.80542169,20.80542169,深圳团队
2024-09-24 15:30:26.439000,2024-09-23,LYD,土耳其(Turkey),222.96,8.0,5.0,,44.592,44.592,金边团队
2024-09-24 15:31:17.828000,2024-09-23,LYD,印度（India）,22.96,2.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-24 15:31:26.108000,2024-09-23,LJA,土耳其(Turkey),2962.44,86.0,37.0,,80.06594595,80.06594595,郑州团队
2024-09-24 15:31:38.219000,2024-09-23,HF,土耳其(Turkey),1340.57,54.0,10.0,,134.057,134.057,郑州团队
2024-09-24 15:33:18.268000,2024-09-24,LQ,土耳其(Turkey),2410.29,71.0,15.0,,160.686,160.686,郑州团队
2024-09-24 15:34:13.883000,2024-09-23,WD,土耳其(Turkey),2774.07,207.0,51.0,,54.39352941,54.39352941,郑州团队
2024-09-24 15:34:20.652000,2024-09-23,LQ,土耳其(Turkey),2410.29,71.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-24 15:34:51.408000,2024-09-23,WD,印度（India）,781.08,72.0,17.0,,45.94588235,45.94588235,郑州团队
2024-09-24 15:35:37.121000,2024-09-23,SG,印度（India）,6751.4,836.0,345.0,,19.56927536,19.56927536,郑州团队
2024-09-24 15:51:16.894000,2024-09-23,YK,印度（India）,5073.12,500.0,260.0,,19.512,19.512,金边团队
2024-09-24 15:51:55.484000,2024-09-23,YK,土耳其(Turkey),1126.21,40.0,15.0,,75.08066667,75.08066667,金边团队
2024-09-24 15:53:16.414000,2024-09-23,MY,印度（India）,7805.79,800.0,479.0,,16.29601253,16.29601253,金边团队
2024-09-24 15:54:32.239000,2024-09-23,MY,土耳其(Turkey),272.21,16.0,11.0,,24.74636364,24.74636364,金边团队
2024-09-24 15:56:17.785000,2024-09-23,YJ,印度（India）,6084.07,590.0,261.0,,23.31061303,23.31061303,郑州团队
2024-09-24 16:06:46.937000,2024-09-23,HY,土耳其(Turkey),5789.73,344.0,222.0,,26.07986486,26.07986486,郑州团队
2024-09-24 18:09:18.909000,2024-09-23,小赵,印度（India）,2406.18,156.0,72.0,,33.41916667,33.41916667,深圳团队
2024-09-24 19:38:03.976000,2024-09-23,憨豆,印度（India）,196.12,53.0,38.0,,5.161052632,5.161052632,深圳团队
2024-09-24 19:40:20.692000,2024-09-23,憨豆,土耳其(Turkey),204.39,10.0,4.0,,51.0975,51.0975,深圳团队
2024-09-24 21:14:05.598000,2024-09-24,SG,土耳其(Turkey),200.58,12.0,4.0,,50.145,50.145,郑州团队
2024-09-24 22:10:38.241000,2024-09-23,Mar,印度（India）,2074.11,130.0,45.0,,46.09133333,46.09133333,郑州团队
2024-09-24 22:23:52.962000,2024-09-24,LJA,土耳其(Turkey),1953.66,65.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-24 22:40:52.701000,2024-09-24,LQ,土耳其(Turkey),3029.89,108.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-24 22:42:31.819000,2024-09-24,SG,印度（India）,8291.58,1128.0,458.0,,18.10388646,18.10388646,郑州团队
2024-09-24 22:46:37.321000,2024-09-24,WD,印度（India）,1884.92,169.0,66.0,,28.55939394,28.55939394,郑州团队
2024-09-24 22:50:50.850000,2024-09-24,HF,土耳其(Turkey),603.09,22.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-24 22:51:24.968000,2024-09-24,WD,土耳其(Turkey),1836.48,92.0,11.0,,166.9527273,166.9527273,郑州团队
2024-09-24 22:53:57.910000,2024-09-24,MY,印度（India）,13320.05,1210.0,780.0,,17.07698718,17.07698718,金边团队
2024-09-24 22:56:56.040000,2024-09-24,YJ,土耳其(Turkey),984.33,60.0,33.0,,29.82818182,29.82818182,郑州团队
2024-09-24 22:57:29.899000,2024-09-24,Mar,印度（India）,2064.59,132.0,65.0,,31.76292308,31.76292308,郑州团队
2024-09-24 22:59:39.718000,2024-09-24,HY,土耳其(Turkey),3071.65,169.0,96.0,,31.99635417,31.99635417,郑州团队
2024-09-24 23:02:48.383000,2024-09-24,MY,土耳其(Turkey),724.12,31.0,22.0,,32.91454545,32.91454545,金边团队
2024-09-24 23:04:38.798000,2024-09-24,YJ,印度（India）,6242.76,651.0,273.0,,22.86725275,22.86725275,郑州团队
2024-09-24 23:08:55.739000,2024-09-24,YK,印度（India）,8029.99,800.0,467.0,,17.1948394,17.1948394,金边团队
2024-09-24 23:12:39.131000,2024-09-24,WYF,土耳其(Turkey),329.1,18.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-24 23:13:40.098000,2024-09-24,LYD,土耳其(Turkey),215.34,10.0,5.0,,43.068,43.068,金边团队
2024-09-24 23:14:05.029000,2024-09-24,YK,土耳其(Turkey),1349.33,70.0,41.0,,32.9104878,32.9104878,金边团队
2024-09-24 23:19:19.123000,2024-09-24,善光,土耳其(Turkey),3100.15,216.0,91.0,,34.06758242,34.06758242,深圳团队
2024-09-24 23:20:55.014000,2024-09-24,善光,印度（India）,5220.96,745.0,271.0,,19.26553506,19.26553506,深圳团队
2024-09-24 23:21:20.983000,2024-09-24,云迪,印度（India）,6310.66,547.0,307.0,,20.55589577,20.55589577,深圳团队
2024-09-24 23:21:31.264000,2024-09-24,紫光,土耳其(Turkey),5071.75,122.0,67.0,,75.69776119,75.69776119,深圳团队
2024-09-24 23:22:00.128000,2024-09-24,紫光,印度（India）,47.94,0.0,0.0,,#DIV/0!,#DIV/0!,深圳团队
2024-09-24 23:26:06.832000,2024-09-24,小赵,土耳其(Turkey),1049.56,50.0,17.0,,61.73882353,61.73882353,深圳团队
2024-09-24 23:29:31.673000,2024-09-24,老郭,印度（India）,7914.22,463.0,281.0,,28.16448399,28.16448399,深圳团队
2024-09-24 23:33:53.545000,2024-09-24,HW,印度（India）,4176.0,560.0,283.0,,14.75618375,14.75618375,金边团队
2024-09-24 23:34:34.251000,2024-09-24,憨豆,土耳其(Turkey),2264.03,134.0,38.0,,59.57973684,59.57973684,深圳团队
2024-09-24 23:35:57.336000,2024-09-23,牛仔,印度（India）,4.8,2.0,1.0,,4.8,4.8,
2024-09-24 23:48:56.464000,2024-09-24,阿北,印度（India）,387.32,32.0,17.0,,22.78352941,22.78352941,深圳团队
2024-09-24 23:49:31.300000,2024-09-24,阿北,土耳其(Turkey),441.26,13.0,9.0,,49.02888889,49.02888889,深圳团队
2024-09-24 23:52:04.407000,2024-09-23,AK,印度（India）,691.49,80.0,0.0,,#DIV/0!,#DIV/0!,深圳团队
2024-09-24 23:53:30.975000,2024-09-24,AK,印度（India）,5676.82,600.0,352.0,,16.12732955,16.12732955,深圳团队
2024-09-25 00:12:19.408000,2024-09-24,憨豆,印度（India）,21.56,0.0,0.0,,#DIV/0!,#DIV/0!,深圳团队
2024-09-25 00:16:35.995000,2024-09-24,小赵,印度（India）,119.25,0.0,0.0,,#DIV/0!,#DIV/0!,深圳团队
2024-09-25 22:20:21.083000,2024-09-25,WD,土耳其(Turkey),534.66,28.0,97.0,,5.511958763,5.511958763,郑州团队
2024-09-25 22:44:47.212000,2024-09-25,MY,印度（India）,9644.13,880.0,558.0,,17.2833871,17.2833871,金边团队
2024-09-25 22:47:59.220000,2024-09-25,MY,土耳其(Turkey),223.36,14.0,7.0,,31.90857143,31.90857143,金边团队
2024-09-25 22:49:04.995000,2024-09-25,WD,印度（India）,1599.05,174.0,79.0,,20.24113924,20.24113924,郑州团队
2024-09-25 22:58:08.171000,2024-09-25,LJA,土耳其(Turkey),617.59,10.0,4.0,,154.3975,154.3975,郑州团队
2024-09-25 22:59:33.927000,2024-09-25,LQ,土耳其(Turkey),2446.57,84.0,30.0,,81.55233333,81.55233333,郑州团队
2024-09-25 23:00:44.479000,2024-09-25,SG,印度（India）,11469.22,1558.0,711.0,,16.13111111,16.13111111,郑州团队
2024-09-25 23:01:12.551000,2024-09-25,YJ,土耳其(Turkey),1459.36,105.0,42.0,,34.74666667,34.74666667,郑州团队
2024-09-25 23:01:35.861000,2024-09-25,YK,土耳其(Turkey),1349.22,70.0,41.0,,32.90780488,32.90780488,金边团队
2024-09-25 23:01:59.448000,2024-09-25,LYD,土耳其(Turkey),36.41,1.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-25 23:04:35.978000,2024-09-25,YK,印度（India）,5543.25,500.0,308.0,,17.99756494,17.99756494,金边团队
2024-09-25 23:04:55.028000,2024-09-25,WYF,土耳其(Turkey),425.31,18.0,6.0,,70.885,70.885,郑州团队
2024-09-25 23:05:24.575000,2024-09-25,YJ,印度（India）,6347.8,680.0,309.0,,20.54304207,20.54304207,郑州团队
2024-09-25 23:08:46.244000,2024-09-25,YK,土耳其(Turkey),1744.66,40.0,27.0,,64.61703704,64.61703704,金边团队
2024-09-25 23:15:27.962000,2024-09-25,Mar,印度（India）,3777.47,322.0,132.0,,28.61719697,28.61719697,郑州团队
2024-09-25 23:16:10.557000,2024-09-25,HF,土耳其(Turkey),174.01,4.0,2.0,,87.005,87.005,郑州团队
2024-09-25 23:42:20.417000,2024-09-25,HY,土耳其(Turkey),3601.1,193.0,117.0,,30.77863248,30.77863248,郑州团队
2024-09-25 23:42:49.344000,2024-09-25,小赵,土耳其(Turkey),2748.83,145.0,50.0,,54.9766,54.9766,深圳团队
2024-09-25 23:43:43.502000,2024-09-25,HW,印度（India）,9497.0,1050.0,507.0,,18.73175542,18.73175542,金边团队
2024-09-25 23:59:44.817000,2024-09-25,AK,印度（India）,10231.57,1047.0,500.0,,20.46314,20.46314,深圳团队
2024-09-26 00:00:10.876000,2024-09-25,紫光,印度（India）,1883.83,76.0,42.0,,44.85309524,44.85309524,深圳团队
2024-09-26 00:01:16.625000,2024-09-25,紫光,土耳其(Turkey),1039.14,50.0,17.0,,61.12588235,61.12588235,深圳团队
2024-09-26 00:09:22.348000,2024-09-25,善光,印度（India）,9710.7,557.0,478.0,,20.31527197,20.31527197,深圳团队
2024-09-26 00:11:02.317000,2024-09-25,善光,土耳其(Turkey),3309.12,210.0,114.0,,29.02736842,29.02736842,深圳团队
2024-09-26 00:12:50.519000,2024-09-25,云迪,印度（India）,10307.64,912.0,443.0,,23.26781038,23.26781038,深圳团队
2024-09-26 00:13:31.258000,2024-09-25,老郭,印度（India）,3222.56,167.0,93.0,,34.6511828,34.6511828,深圳团队
2024-09-26 00:44:35.042000,2024-09-25,阿北,土耳其(Turkey),409.0,18.0,9.0,,45.44444444,45.44444444,深圳团队
2024-09-26 00:45:31.744000,2024-09-25,阿北,印度（India）,3961.93,256.0,93.0,,42.60139785,42.60139785,深圳团队
2024-09-26 21:25:27.118000,2024-09-26,WD,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-26 21:26:31.524000,2024-09-26,WD,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-26 21:43:43.445000,2024-09-26,MY,印度（India）,0.0,0.0,28.0,,0,0,金边团队
2024-09-26 22:08:36.215000,2024-09-26,LJA,土耳其(Turkey),1434.45,33.0,10.0,,143.445,143.445,郑州团队
2024-09-26 22:08:35.745000,2024-09-26,SG,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-26 22:09:13.092000,2024-09-26,YJ,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-26 22:09:58.207000,2024-09-26,YJ,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-26 22:16:57.209000,2024-09-25,憨豆,印度（India）,1795.1,156.0,79.0,,22.72278481,22.72278481,深圳团队
2024-09-26 22:17:24.758000,2024-09-26,LQ,土耳其(Turkey),2306.34,92.0,30.0,,76.878,76.878,郑州团队
2024-09-26 22:19:32.541000,2024-09-25,憨豆,土耳其(Turkey),1115.32,50.0,32.0,,34.85375,34.85375,深圳团队
2024-09-26 22:44:43.689000,2024-09-25,ZJ,土耳其(Turkey),2328.52,91.0,29.0,,80.2937931,80.2937931,郑州团队
2024-09-26 22:46:14.262000,2024-09-24,ZJ,土耳其(Turkey),3652.4,135.0,84.0,,43.48095238,43.48095238,郑州团队
2024-09-26 22:57:01.470000,2024-09-26,LYD,土耳其(Turkey),286.34,22.0,13.0,,22.02615385,22.02615385,金边团队
2024-09-26 23:11:50.775000,2024-09-26,HF,土耳其(Turkey),610.24,27.0,15.0,,40.68266667,40.68266667,郑州团队
2024-09-26 23:53:59.130000,2024-09-26,ZJ,土耳其(Turkey),3357.59,141.0,48.0,,69.94979167,69.94979167,郑州团队
2024-09-27 00:41:57.917000,2024-09-26,HY,土耳其(Turkey),62.47,3.0,2.0,,31.235,31.235,郑州团队
2024-09-27 01:36:58.647000,2024-09-26,WYF,土耳其(Turkey),264.52,11.0,4.0,,66.13,66.13,郑州团队
2024-09-27 21:47:26.912000,2024-09-27,WD,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-27 21:48:19.267000,2024-09-27,WD,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-27 21:58:43.261000,2024-09-27,LQ,土耳其(Turkey),1948.87,66.0,28.0,,69.6025,69.6025,郑州团队
2024-09-27 22:44:40.867000,2024-09-27,YJ,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-27 22:45:22.036000,2024-09-27,YJ,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-27 22:45:31.470000,2024-09-27,WYF,土耳其(Turkey),398.33,10.0,3.0,,132.7766667,132.7766667,郑州团队
2024-09-27 22:47:11.778000,2024-09-27,LJA,土耳其(Turkey),1296.71,25.0,8.0,,162.08875,162.08875,郑州团队
2024-09-27 22:52:20.138000,2024-09-27,YK,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-27 22:52:45.508000,2024-09-27,YK,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-27 22:53:10.748000,2024-09-26,YK,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-27 22:53:20.872000,2024-09-26,HW,印度（India）,0.0,0.0,15.0,,0,0,金边团队
2024-09-27 22:53:46.259000,2024-09-27,HW,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-27 22:57:57.684000,2024-09-27,Mar,印度（India）,101.75,65.0,27.0,,3.768518519,3.768518519,郑州团队
2024-09-27 22:58:08.543000,2024-09-27,SG,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-27 22:59:09.987000,2024-09-26,YK,土耳其(Turkey),1400.0,90.0,35.0,,40,40,金边团队
2024-09-27 22:59:53.047000,2024-09-27,HY,土耳其(Turkey),100.73,3.0,1.0,,100.73,100.73,郑州团队
2024-09-27 23:27:50.769000,2024-09-27,HF,土耳其(Turkey),444.98,21.0,8.0,,55.6225,55.6225,郑州团队
2024-09-27 23:34:13.777000,2024-09-27,LYD,土耳其(Turkey),528.89,28.0,11.0,,48.08090909,48.08090909,金边团队
2024-09-27 23:35:44.547000,2024-09-27,ZJ,土耳其(Turkey),2887.25,115.0,39.0,,74.03205128,74.03205128,郑州团队
2024-09-28 12:17:04.425000,2024-09-26,YK,土耳其(Turkey),1400.0,90.0,35.0,,40,40,金边团队
2024-09-28 20:54:10.791000,2024-09-28,YK,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-28 20:54:34.449000,2024-09-28,YK,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-28 21:03:19.610000,2024-09-27,MY,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-28 21:03:40.116000,2024-09-28,MY,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-28 21:04:12.659000,2024-09-26,MY,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-28 21:04:30.090000,2024-09-27,MY,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-28 21:04:48.985000,2024-09-28,MY,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-28 22:19:33.697000,2024-09-28,WD,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-28 22:21:01.981000,2024-09-28,WD,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-28 22:22:08.544000,2024-09-28,LJA,土耳其(Turkey),792.18,26.0,13.0,,60.93692308,60.93692308,郑州团队
2024-09-28 22:41:05.304000,2024-09-28,SG,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-28 22:41:18.728000,2024-09-28,YJ,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-28 22:41:59.448000,2024-09-29,YJ,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-28 22:55:27.771000,2024-09-28,ZJ,土耳其(Turkey),1352.83,75.0,32.0,,42.2759375,42.2759375,郑州团队
2024-09-28 22:55:34.098000,2024-09-28,LQ,土耳其(Turkey),779.07,37.0,18.0,,43.28166667,43.28166667,郑州团队
2024-09-28 23:08:42.694000,2024-09-28,HF,土耳其(Turkey),664.57,43.0,21.0,,31.64619048,31.64619048,郑州团队
2024-09-28 23:59:39.856000,2024-09-28,HY,土耳其(Turkey),847.22,44.0,21.0,,40.34380952,40.34380952,郑州团队
2024-09-29 10:20:05.872000,2024-09-28,WYF,土耳其(Turkey),23.86,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-29 10:44:53.988000,2024-09-28,LYD,土耳其(Turkey),708.0,36.0,18.0,,39.33333333,39.33333333,金边团队
2024-09-29 13:26:00.237000,2024-09-28,善光,土耳其(Turkey),180.95,16.0,9.0,,20.10555556,20.10555556,深圳团队
2024-09-29 18:06:33.364000,2024-09-29,LJA,土耳其(Turkey),442.36,34.0,11.0,,40.21454545,40.21454545,郑州团队
2024-09-29 18:31:45.249000,2024-09-29,LQ,土耳其(Turkey),459.54,26.0,8.0,,57.4425,57.4425,郑州团队
2024-09-29 21:46:26.982000,2024-09-29,HW,印度（India）,3438.0,550.0,251.0,,13.69721116,13.69721116,金边团队
2024-09-29 22:36:15.796000,2024-09-29,SG,印度（India）,13209.94,2215.0,1130.0,,11.69021239,11.69021239,郑州团队
2024-09-29 22:44:22.925000,2024-09-29,YK,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-29 22:45:32.260000,2024-09-29,WD,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-29 22:50:36.850000,2024-09-29,YJ,土耳其(Turkey),253.85,35.0,11.0,,23.07727273,23.07727273,郑州团队
2024-09-29 22:51:40.005000,2024-09-29,ZJ,土耳其(Turkey),546.77,44.0,18.0,,30.37611111,30.37611111,郑州团队
2024-09-29 22:54:19.367000,2024-09-29,MY,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-29 22:54:53.792000,2024-09-29,MY,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-29 22:56:11.151000,2024-09-29,HF,土耳其(Turkey),276.15,14.0,8.0,,34.51875,34.51875,郑州团队
2024-09-29 23:03:42.973000,2024-09-29,YJ,印度（India）,945.58,98.0,43.0,,21.99023256,21.99023256,郑州团队
2024-09-29 23:08:25.673000,2024-09-29,WYF,土耳其(Turkey),11.39,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-29 23:14:00.832000,2024-09-29,LYD,土耳其(Turkey),30.3,3.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-09-29 23:19:16.286000,2024-09-29,HY,土耳其(Turkey),2435.24,155.0,51.0,,47.74980392,47.74980392,郑州团队
2024-09-30 13:52:17.431000,2024-09-29,善光,印度（India）,900.8,99.0,77.0,,11.6987013,11.6987013,深圳团队
2024-09-30 13:54:34.523000,2024-09-29,善光,土耳其(Turkey),1326.6,84.0,60.0,,22.11,22.11,深圳团队
2024-09-30 13:58:32.894000,2024-09-29,云迪,印度（India）,1050.9,388.0,271.0,,3.877859779,3.877859779,深圳团队
2024-09-30 14:55:17.456000,2024-09-29,AK,印度（India）,3000.07,400.0,222.0,,13.51382883,13.51382883,深圳团队
2024-09-30 18:54:32.945000,2024-09-30,ZJ,土耳其(Turkey),1022.59,54.0,28.0,,36.52107143,36.52107143,郑州团队
2024-09-30 21:07:21.045000,2024-09-30,LJA,印度（India）,129.37,27.0,9.0,,14.37444444,14.37444444,郑州团队
2024-09-30 21:58:25.721000,2024-09-29,WD,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-30 21:59:48.796000,2024-09-30,WD,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-30 22:15:26.178000,2024-09-30,LQ,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-30 22:16:44.360000,2024-09-27,老郭,土耳其(Turkey),0.3,0.0,0.0,,#DIV/0!,#DIV/0!,深圳团队
2024-09-30 22:17:14.523000,2024-09-30,MY,印度（India）,1280.7,43.0,38.0,,33.70263158,33.70263158,金边团队
2024-09-30 22:17:58.513000,2024-09-28,老郭,土耳其(Turkey),38.0,0.0,0.0,,#DIV/0!,#DIV/0!,深圳团队
2024-09-30 22:18:26.916000,2024-09-29,老郭,土耳其(Turkey),0.16,0.0,0.0,,#DIV/0!,#DIV/0!,深圳团队
2024-09-30 22:21:48.666000,2024-09-29,老郭,印度（India）,644.77,117.0,78.0,,8.266282051,8.266282051,深圳团队
2024-09-30 22:32:52.755000,2024-09-30,HF,土耳其(Turkey),109.62,4.0,1.0,,109.62,109.62,郑州团队
2024-09-30 22:44:13.884000,2024-09-30,WYF,印度（India）,7.35,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-30 22:48:43.620000,2024-09-30,HF,印度（India）,389.57,30.0,5.0,,77.914,77.914,郑州团队
2024-09-30 22:56:09.193000,2024-09-30,WD,印度（India）,379.06,36.0,5.0,,75.812,75.812,郑州团队
2024-09-30 22:56:55.655000,2024-09-30,HW,印度（India）,0.0,0.0,13.0,,0,0,金边团队
2024-09-30 23:08:53.001000,2024-09-30,YJ,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-09-30 23:13:22.264000,2024-09-30,YJ,印度（India）,619.37,91.0,24.0,,25.80708333,25.80708333,郑州团队
2024-09-30 23:17:54.411000,2024-09-30,HY,土耳其(Turkey),1758.83,99.0,58.0,,30.32465517,30.32465517,郑州团队
2024-09-30 23:18:39.963000,2024-09-30,LYD,印度（India）,284.6,40.0,6.0,,47.43333333,47.43333333,金边团队
2024-09-30 23:19:18.648000,2024-09-30,SG,印度（India）,2405.34,381.0,163.0,,14.75668712,14.75668712,郑州团队
2024-09-30 23:50:46.876000,2024-09-30,YK,印度（India）,1503.29,95.0,65.0,,23.12753846,23.12753846,金边团队
2024-10-01 00:08:01.615000,2024-09-27,紫光,土耳其(Turkey),414.92,41.0,31.0,,13.38451613,13.38451613,深圳团队
2024-10-01 00:08:31.033000,2024-09-28,紫光,土耳其(Turkey),835.9,22.0,11.0,,75.99090909,75.99090909,深圳团队
2024-10-01 00:09:09.330000,2024-09-29,紫光,土耳其(Turkey),839.43,13.0,6.0,,139.905,139.905,深圳团队
2024-10-01 00:09:53.873000,2024-09-29,紫光,印度（India）,247.35,20.0,11.0,,22.48636364,22.48636364,深圳团队
2024-10-01 01:56:03.586000,2024-09-29,憨豆,印度（India）,191.23,52.0,34.0,,5.624411765,5.624411765,深圳团队
2024-10-01 02:46:23.104000,2024-09-30,憨豆,印度（India）,1092.4,215.0,127.0,,8.601574803,8.601574803,深圳团队
2024-10-01 03:45:02.065000,2024-09-30,善光,印度（India）,2286.78,158.0,107.0,,21.3717757,21.3717757,深圳团队
2024-10-01 03:47:25.671000,2024-09-30,善光,土耳其(Turkey),1068.7,112.0,70.0,,15.26714286,15.26714286,深圳团队
2024-10-01 06:21:08.547000,2024-09-30,云迪,印度（India）,10275.0,1268.0,846.0,,12.14539007,12.14539007,深圳团队
2024-10-01 07:37:23.350000,2024-09-30,老郭,印度（India）,519.22,27.0,18.0,,28.84555556,28.84555556,深圳团队
2024-10-01 07:39:19.006000,2024-09-30,AK,印度（India）,7749.6,1000.0,556.0,,13.9381295,13.9381295,深圳团队
2024-10-01 14:53:31.635000,2024-09-29,云迪,土耳其(Turkey),3.3,0.0,0.0,,#DIV/0!,#DIV/0!,深圳团队
2024-10-01 14:53:47.448000,2024-09-30,紫光,印度（India）,532.51,90.0,47.0,,11.33,11.33,深圳团队
2024-10-01 14:54:58.536000,2024-09-30,紫光,土耳其(Turkey),449.01,18.0,12.0,,37.4175,37.4175,深圳团队
2024-10-01 17:55:43.422000,2024-10-01,LJA,印度（India）,30.23,3.0,3.0,,10.07666667,10.07666667,郑州团队
2024-10-01 18:06:11.600000,2024-10-01,LQ,印度（India）,5.35,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-10-01 21:49:29.097000,2024-10-01,YJ,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-10-01 21:50:16.929000,2024-10-01,YJ,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-10-01 22:22:07.439000,2024-10-01,WD,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-10-01 22:44:32.242000,2024-10-01,HW,印度（India）,5877.0,779.0,363.0,,16.19008264,16.19008264,金边团队
2024-10-01 22:48:40.029000,2024-10-01,WYF,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-10-01 22:49:32.979000,2024-10-01,SG,印度（India）,8601.9,1023.0,481.0,,17.88336798,17.88336798,郑州团队
2024-10-01 23:00:41.465000,2024-10-01,MY,印度（India）,9321.22,965.0,741.0,,12.57924426,12.57924426,金边团队
2024-10-01 23:09:13.070000,2024-10-01,YK,印度（India）,745.49,61.0,24.0,,31.06208333,31.06208333,金边团队
