时间戳记,日期,投手,地区,广告消耗（AD Spend） 美元(USD) ,成效（result）,进粉数（people）,平台,单粉成本,单次成效费用,所属团队（team）
2024-11-18 00:14:10.997000,2024-11-17,HW,印度（India）,7128.51,1200.0,734.0,,9.711866485,9.711866485,金边团队
2024-11-18 01:18:01.308000,2024-11-17,LJA,印度（India）,159.18,28.0,13.0,,12.24461538,12.24461538,郑州团队
2024-11-18 04:38:14.452000,2024-11-17,MY,印度（India）,5165.81,756.0,522.0,,9.896187739,9.896187739,金边团队
2024-11-18 04:38:36.053000,2024-11-17,云迪,土耳其(Turkey),1254.89,167.0,96.0,,13.07177083,13.07177083,深圳团队
2024-11-18 04:40:23.864000,2024-11-17,云迪,印度（India）,116.42,19.0,11.0,,10.58363636,10.58363636,深圳团队
2024-11-18 13:45:10.632000,2024-11-18,紫光,土耳其(Turkey),2445.85,188.0,123.0,,19.88495935,19.88495935,深圳团队
2024-11-18 17:46:42.833000,2024-11-17,AK,印度（India）,484.33,50.0,19.0,,25.49105263,25.49105263,深圳团队
2024-11-18 19:31:17.686000,2024-11-18,YK,印度（India）,1643.72,120.0,50.0,,32.8744,32.8744,金边团队
2024-11-18 22:13:11.539000,2024-11-18,HY,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-18 22:38:14.543000,2024-11-18,YJ,印度（India）,4215.06,601.0,312.0,,13.50980769,13.50980769,郑州团队
2024-11-18 22:59:43.957000,2024-11-18,SG,印度（India）,6460.83,973.0,534.0,,12.09893258,12.09893258,郑州团队
2024-11-18 23:02:11.257000,2024-11-18,WD,印度（India）,1548.15,207.0,197.0,,7.858629442,7.858629442,郑州团队
2024-11-18 23:07:10.809000,2024-11-18,HF,印度（India）,557.01,58.0,40.0,,13.92525,13.92525,郑州团队
2024-11-18 23:20:20.612000,2024-11-18,LJA,印度（India）,191.58,21.0,14.0,,13.68428571,13.68428571,郑州团队
2024-11-18 23:27:46.979000,2024-11-18,LYD,印度期权,1181.05,1411.0,487.0,,2.425154004,2.425154004,金边团队
2024-11-18 23:29:17.278000,2024-11-18,MY,印度（India）,6329.76,873.0,548.0,,11.55065693,11.55065693,金边团队
2024-11-18 23:39:50.272000,2024-11-18,MY,土耳其(Turkey),834.96,58.0,24.0,,34.79,34.79,金边团队
2024-11-18 23:40:00.092000,2024-11-18,LYD,印度（India）,3282.05,470.0,194.0,,16.91778351,16.91778351,金边团队
2024-11-18 23:57:44.050000,2024-11-18,HW,印度（India）,7236.55,1053.0,553.0,,13.08598553,13.08598553,金边团队
2024-11-19 00:10:13.436000,2024-11-18,LYD,土耳其(Turkey),1226.8,55.0,42.0,,29.20952381,29.20952381,金边团队
2024-11-19 02:51:57.261000,2024-11-18,云迪,土耳其(Turkey),541.43,67.0,42.0,,12.89119048,12.89119048,深圳团队
2024-11-19 11:02:07.567000,2024-11-19,阿北,印度（India）,743.6,125.0,41.0,,18.13658537,18.13658537,深圳团队
2024-11-19 12:41:25.218000,2024-11-18,啊闲,印度（India）,1674.67,452.0,123.0,,13.61520325,13.61520325,深圳团队
2024-11-19 14:15:27.803000,2024-11-18,紫光,印度（India）,1093.57,50.0,25.0,,43.7428,43.7428,深圳团队
2024-11-19 21:22:20.969000,2024-11-19,HF,印度（India）,181.61,15.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-19 21:55:32.286000,2024-11-19,YJ,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-19 21:56:00.360000,2024-11-19,HY,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-19 23:05:19.611000,2024-11-19,WD,印度（India）,1955.37,248.0,167.0,,11.7088024,11.7088024,郑州团队
2024-11-19 23:06:04.688000,2024-11-19,LYD,印度（India）,3591.46,534.0,258.0,,13.9203876,13.9203876,金边团队
2024-11-19 23:12:40.728000,2024-11-19,LYD,印度期权,767.55,403.0,265.0,,2.896415094,2.896415094,金边团队
2024-11-19 23:33:32.162000,2024-11-19,YK,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-11-20 00:26:58.661000,2024-11-19,SG,印度（India）,0.0,0.0,68.0,,0,0,郑州团队
2024-11-20 00:34:39.466000,2024-11-19,LJA,印度（India）,237.25,20.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-20 02:17:49.639000,2024-11-19,ZJ,土耳其(Turkey),10.32,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-20 10:28:26.560000,2024-11-19,啊闲,印度（India）,3022.59,712.0,197.0,,15.34309645,15.34309645,深圳团队
2024-11-20 13:06:33.688000,2024-11-19,HW,印度（India）,934.43,259.0,208.0,,4.492451923,4.492451923,金边团队
2024-11-20 14:11:15.839000,2024-11-19,MY,印度（India）,3744.6,398.0,165.0,,22.69454545,22.69454545,金边团队
2024-11-20 14:16:40.279000,2024-11-19,MY,土耳其(Turkey),437.79,15.0,8.0,,54.72375,54.72375,金边团队
2024-11-20 20:01:06.501000,2024-11-20,YK,印度（India）,162.24,40.0,25.0,,6.4896,6.4896,金边团队
2024-11-20 20:48:27.551000,2024-11-20,HY,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-20 22:07:43.653000,2024-11-20,LJA,印度（India）,626.63,66.0,15.0,,41.77533333,41.77533333,郑州团队
2024-11-20 22:27:19.725000,2024-11-20,MY,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-11-20 22:29:00.203000,2024-11-20,ZJ,土耳其(Turkey),1.17,2.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-20 23:05:23.388000,2024-11-20,WD,印度（India）,5232.19,570.0,316.0,,16.55756329,16.55756329,郑州团队
2024-11-20 23:17:08.221000,2024-11-20,HW,印度（India）,1001.0,330.0,151.0,,6.629139073,6.629139073,金边团队
2024-11-20 23:26:25.694000,2024-11-20,SG,印度（India）,23.51,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-20 23:32:34.222000,2024-11-20,LYD,印度期权,850.05,820.0,290.0,,2.931206897,2.931206897,金边团队
2024-11-20 23:50:36.706000,2024-11-20,YJ,印度（India）,1093.19,287.0,160.0,,6.8324375,6.8324375,郑州团队
2024-11-21 02:24:04.283000,2024-11-20,啊闲,印度（India）,433.31,121.0,36.0,,12.03638889,12.03638889,深圳团队
2024-11-21 21:27:21.806000,2024-11-21,MY,印度（India）,501.0,70.0,52.0,,9.634615385,9.634615385,金边团队
2024-11-21 22:19:01.068000,2024-11-21,ZJ,土耳其(Turkey),0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-21 22:33:41.394000,2024-11-21,LJA,印度（India）,293.69,37.0,6.0,,48.94833333,48.94833333,郑州团队
2024-11-21 23:05:46.703000,2024-11-21,YK,印度（India）,74.26,20.0,11.0,,6.750909091,6.750909091,金边团队
2024-11-21 23:15:51.249000,2024-11-21,YJ,印度（India）,1160.08,271.0,138.0,,8.406376812,8.406376812,郑州团队
2024-11-21 23:17:39.256000,2024-11-21,LYD,印度期权,1061.13,879.0,518.0,,2.048513514,2.048513514,金边团队
2024-11-21 23:19:21.228000,2024-11-21,LYD,印度（India）,104.15,16.0,10.0,,10.415,10.415,金边团队
2024-11-21 23:35:25.439000,2024-11-21,HW,印度（India）,2100.46,481.0,194.0,,10.8271134,10.8271134,金边团队
2024-11-22 00:20:01.204000,2024-11-21,SG,印度（India）,428.49,87.0,45.0,,9.522,9.522,郑州团队
2024-11-22 09:16:23.747000,2024-11-21,云迪,印度（India）,1474.3,203.0,95.0,,15.51894737,15.51894737,深圳团队
2024-11-22 09:53:40.544000,2024-11-21,WD,印度（India）,2536.65,274.0,143.0,,17.73881119,17.73881119,郑州团队
2024-11-22 13:38:45.753000,2024-11-21,啊闲,印度（India）,2173.96,410.0,128.0,,16.9840625,16.9840625,深圳团队
2024-11-22 14:04:37.233000,2024-11-22,阿北,印度（India）,339.99,51.0,2.0,,169.995,169.995,深圳团队
2024-11-22 18:11:58.056000,2024-11-21,AK,印度（India）,841.45,100.0,29.0,,29.01551724,29.01551724,深圳团队
2024-11-22 21:23:50.200000,2024-11-22,LYD,印度（India）,0.0,0.0,32.0,,0,0,金边团队
2024-11-22 22:51:26.989000,2024-11-22,WD,印度（India）,503.62,82.0,11.0,,45.78363636,45.78363636,郑州团队
2024-11-22 23:10:24.376000,2024-11-22,YK,印度（India）,2641.24,540.0,310.0,,8.520129032,8.520129032,金边团队
2024-11-22 23:14:01.043000,2024-11-22,MY,印度（India）,1760.15,272.0,111.0,,15.85720721,15.85720721,金边团队
2024-11-22 23:17:23.881000,2024-11-21,HY,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-22 23:17:38.375000,2024-11-22,HY,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-22 23:20:15.883000,2024-11-22,SG,印度（India）,1804.03,352.0,217.0,,8.313502304,8.313502304,郑州团队
2024-11-22 23:35:54.900000,2024-11-22,HW,印度（India）,3522.89,1000.0,356.0,,9.895758427,9.895758427,金边团队
2024-11-23 00:01:40.284000,2024-11-22,YJ,印度（India）,10254.7,1738.0,989.0,,10.36875632,10.36875632,郑州团队
2024-11-23 00:21:25.025000,2024-11-22,ZJ,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-23 01:08:34.603000,2024-11-22,啊闲,印度（India）,2287.05,573.0,168.0,,13.61339286,13.61339286,深圳团队
2024-11-23 01:58:21.145000,2024-11-22,紫光,印度（India）,1782.04,158.0,113.0,,15.77026549,15.77026549,深圳团队
2024-11-23 03:44:09.605000,2024-11-22,云迪,印度（India）,4156.29,588.0,332.0,,12.51894578,12.51894578,深圳团队
2024-11-23 10:06:57.644000,2024-11-22,AK,印度（India）,1417.07,200.0,71.0,,19.95873239,19.95873239,深圳团队
2024-11-23 11:39:30.050000,2024-11-23,阿北,印度（India）,1049.74,186.0,84.0,,12.49690476,12.49690476,深圳团队
2024-11-23 22:01:54.624000,2024-11-23,SG,印度（India）,2181.96,387.0,239.0,,9.129539749,9.129539749,郑州团队
2024-11-23 23:05:12.330000,2024-11-23,YK,印度（India）,2654.15,400.0,42.0,,63.19404762,63.19404762,金边团队
2024-11-23 23:05:17.071000,2024-11-23,MY,印度（India）,722.91,118.0,63.0,,11.4747619,11.4747619,金边团队
2024-11-23 23:05:25.644000,2024-11-23,WD,印度（India）,3654.25,523.0,199.0,,18.36306533,18.36306533,郑州团队
2024-11-23 23:12:12.177000,2024-11-23,HW,印度（India）,2371.75,411.0,287.0,,8.263937282,8.263937282,金边团队
2024-11-24 00:23:45.943000,2024-11-23,YJ,印度（India）,8077.47,1468.0,827.0,,9.76719468,9.76719468,郑州团队
2024-11-24 03:14:00.021000,2024-11-23,啊闲,印度（India）,473.4,32.0,7.0,,67.62857143,67.62857143,深圳团队
2024-11-24 10:21:04.163000,2024-11-23,云迪,印度（India）,1422.1,311.0,146.0,,9.740410959,9.740410959,深圳团队
2024-11-24 12:28:51.978000,2024-11-23,紫光,印度（India）,2053.86,253.0,153.0,,13.42392157,13.42392157,深圳团队
2024-11-24 22:04:29.998000,2024-11-24,WD,印度（India）,3418.96,538.0,162.0,,21.10469136,21.10469136,郑州团队
2024-11-24 23:05:20.352000,2024-11-24,HW,印度（India）,2527.52,505.0,154.0,,16.41246753,16.41246753,金边团队
2024-11-24 23:13:33.881000,2024-11-24,SG,印度（India）,1605.63,312.0,173.0,,9.281098266,9.281098266,郑州团队
2024-11-25 00:22:33.706000,2024-11-24,云迪,印度（India）,489.79,97.0,58.0,,8.444655172,8.444655172,深圳团队
2024-11-25 00:28:07.823000,2024-11-24,Mar,土耳其(Turkey),13.09,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-25 02:19:26.183000,2024-11-24,YJ,印度（India）,15172.65,2183.0,1374.0,,11.04268559,11.04268559,郑州团队
2024-11-25 18:44:25.967000,2024-11-25,LYD,印度（India）,1571.34,271.0,176.0,,8.928068182,8.928068182,金边团队
2024-11-25 22:42:57.558000,2024-11-25,ZJ,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-25 22:48:53.704000,2024-11-25,WD,印度（India）,345.38,23.0,35.0,,9.868,9.868,郑州团队
2024-11-25 23:01:50.695000,2024-11-25,MY,土耳其(Turkey),0.37,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-11-25 23:05:17.598000,2024-11-25,YK,印度（India）,1752.91,238.0,61.0,,28.73622951,28.73622951,金边团队
2024-11-25 23:07:10.817000,2024-11-25,SG,印度（India）,3997.71,821.0,452.0,,8.84449115,8.84449115,郑州团队
2024-11-25 23:26:31.117000,2024-11-25,HW,印度（India）,1285.01,206.0,101.0,,12.72287129,12.72287129,金边团队
2024-11-26 00:34:38.962000,2024-11-25,YJ,印度（India）,8260.86,1116.0,558.0,,14.8044086,14.8044086,郑州团队
2024-11-26 01:53:59.253000,2024-11-25,小赵,土耳其(Turkey),106.38,4.0,2.0,,53.19,53.19,深圳团队
2024-11-26 09:33:27.888000,2024-11-25,云迪,土耳其(Turkey),167.46,9.0,1.0,,167.46,167.46,深圳团队
2024-11-26 13:00:03.394000,2024-11-25,阿北,印度（India）,451.59,89.0,43.0,,10.50209302,10.50209302,深圳团队
2024-11-26 13:48:38.801000,2024-11-25,云迪,印度（India）,259.66,40.0,19.0,,13.66631579,13.66631579,深圳团队
2024-11-26 20:43:48.058000,2024-11-25,紫光,印度（India）,2343.41,158.0,96.0,,24.41052083,24.41052083,深圳团队
2024-11-26 22:07:28.239000,2024-11-26,LYD,印度（India）,243.23,39.0,30.0,,8.107666667,8.107666667,金边团队
2024-11-26 22:52:31.514000,2024-11-26,SG,印度（India）,10142.62,1824.0,863.0,,11.75274623,11.75274623,郑州团队
2024-11-26 22:56:03.733000,2024-11-26,HW,印度（India）,0.0,0.0,1.0,,0,0,金边团队
2024-11-26 23:04:19.389000,2024-11-26,YK,印度（India）,742.77,75.0,10.0,,74.277,74.277,金边团队
2024-11-26 23:04:24.945000,2024-11-26,MY,土耳其(Turkey),0.67,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-11-26 23:06:23.671000,2024-11-26,YK,土耳其(Turkey),181.18,2.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-11-26 23:11:14.888000,2024-11-26,WD,印度（India）,1921.19,334.0,93.0,,20.65795699,20.65795699,郑州团队
2024-11-26 23:28:31.249000,2024-11-26,YJ,印度（India）,15592.69,2269.0,893.0,,17.46101904,17.46101904,郑州团队
2024-11-26 23:30:21.915000,2024-11-26,ZJ,印度（India）,28.88,7.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-26 23:48:07.038000,2024-11-25,AK,印度（India）,1923.57,260.0,95.0,,20.24810526,20.24810526,深圳团队
2024-11-27 02:01:53.662000,2024-11-26,云迪,印度（India）,708.17,105.0,48.0,,14.75354167,14.75354167,深圳团队
2024-11-27 02:22:34.859000,2024-11-26,云迪,土耳其(Turkey),426.0,42.0,19.0,,22.42105263,22.42105263,深圳团队
2024-11-27 08:29:16.223000,2024-11-26,啊闲,印度（India）,1463.46,211.0,71.0,,20.61211268,20.61211268,深圳团队
2024-11-27 09:22:11.867000,2024-11-26,AK,印度（India）,1482.36,200.0,73.0,,20.30630137,20.30630137,深圳团队
2024-11-27 11:47:57.540000,2024-11-26,阿北,印度（India）,1805.79,450.0,189.0,,9.554444444,9.554444444,深圳团队
2024-11-27 17:41:24.531000,2024-11-26,紫光,印度（India）,1751.07,99.0,70.0,,25.01528571,25.01528571,深圳团队
2024-11-27 22:50:43.547000,2024-11-27,MY,印度（India）,726.06,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-11-27 23:02:04.371000,2024-11-27,WD,印度（India）,1560.69,269.0,110.0,,14.18809091,14.18809091,郑州团队
2024-11-27 23:06:51.680000,2024-11-27,LYD,印度（India）,1013.9,130.0,85.0,,11.92823529,11.92823529,金边团队
2024-11-27 23:06:58.203000,2024-11-27,YJ,印度（India）,4433.37,642.0,249.0,,17.8046988,17.8046988,郑州团队
2024-11-27 23:07:09.421000,2024-11-27,YK,印度（India）,83.2,9.0,4.0,,20.8,20.8,金边团队
2024-11-27 23:08:01.007000,2024-11-27,ZJ,印度（India）,63.81,12.0,19.0,,3.358421053,3.358421053,郑州团队
2024-11-27 23:13:29.116000,2024-11-27,SG,印度（India）,8128.7,1325.0,563.0,,14.43818828,14.43818828,郑州团队
2024-11-27 23:16:47.440000,2024-11-27,HW,印度（India）,1393.34,370.0,109.0,,12.78293578,12.78293578,金边团队
2024-11-28 01:48:22.116000,2024-11-27,啊闲,印度（India）,1271.0,324.0,127.0,,10.00787402,10.00787402,深圳团队
2024-11-28 06:24:25.654000,2024-11-27,紫光,印度（India）,3235.31,256.0,164.0,,19.7275,19.7275,深圳团队
2024-11-28 09:33:27.712000,2024-11-27,云迪,土耳其(Turkey),545.99,38.0,15.0,,36.39933333,36.39933333,深圳团队
2024-11-28 09:34:36.947000,2024-11-27,云迪,印度（India）,4145.16,467.0,181.0,,22.90143646,22.90143646,深圳团队
2024-11-28 12:14:24.852000,2024-11-27,阿北,印度（India）,781.32,189.0,84.0,,9.301428571,9.301428571,深圳团队
2024-11-28 15:46:55.781000,2024-11-27,老郭,印度（India）,122.99,23.0,4.0,,30.7475,30.7475,深圳团队
2024-11-28 15:48:06.240000,2024-11-27,老郭,土耳其(Turkey),11.38,0.0,0.0,,#DIV/0!,#DIV/0!,深圳团队
2024-11-28 20:02:55.561000,2024-11-28,YK,土耳其(Turkey),35.16,3.0,1.0,,35.16,35.16,金边团队
2024-11-28 22:31:27.175000,2024-11-28,WD,印度（India）,3532.9,493.0,269.0,,13.13345725,13.13345725,郑州团队
2024-11-28 22:36:18.223000,2024-11-28,SG,印度（India）,8046.94,1247.0,542.0,,14.84675277,14.84675277,郑州团队
2024-11-28 23:10:57.106000,2024-11-28,HW,印度（India）,2509.41,407.0,211.0,,11.89293839,11.89293839,金边团队
2024-11-28 23:19:09.437000,2024-11-28,YJ,印度（India）,15396.55,2654.0,1106.0,,13.92093128,13.92093128,郑州团队
2024-11-28 23:35:15.020000,2024-11-28,MY,印度（India）,2.79,1.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-11-28 23:52:33.366000,2024-11-28,LYD,土耳其(Turkey),262.34,3.0,1.0,,262.34,262.34,金边团队
2024-11-29 01:31:36.182000,2024-11-28,ZJ,印度（India）,347.22,24.0,5.0,,69.444,69.444,郑州团队
2024-11-29 06:24:29.955000,2024-11-29,老郭,印度（India）,125.11,24.0,2.0,,62.555,62.555,深圳团队
2024-11-29 07:54:52.836000,2024-11-28,云迪,印度（India）,1287.34,155.0,77.0,,16.7187013,16.7187013,深圳团队
2024-11-29 07:55:56.215000,2024-11-28,云迪,土耳其(Turkey),1299.18,85.0,35.0,,37.11942857,37.11942857,深圳团队
2024-11-29 08:48:47.516000,2024-11-28,啊闲,印度（India）,3716.13,863.0,303.0,,12.26445545,12.26445545,深圳团队
2024-11-29 16:23:24.619000,2024-11-27,紫光,土耳其(Turkey),157.25,4.0,3.0,,52.41666667,52.41666667,深圳团队
2024-11-29 16:23:54.778000,2024-11-28,紫光,土耳其(Turkey),57.07,3.0,3.0,,19.02333333,19.02333333,深圳团队
2024-11-29 16:24:07.417000,2024-11-29,阿北,印度（India）,3604.96,1420.0,359.0,,10.04167131,10.04167131,深圳团队
2024-11-29 22:58:27.519000,2024-11-29,YJ,印度（India）,12615.11,1855.0,849.0,,14.85878681,14.85878681,郑州团队
2024-11-29 23:09:01.290000,2024-11-29,WD,印度（India）,2699.12,368.0,145.0,,18.61462069,18.61462069,郑州团队
2024-11-29 23:10:17.442000,2024-11-29,YK,印度（India）,5177.93,820.0,444.0,,11.6620045,11.6620045,金边团队
2024-11-29 23:29:44.174000,2024-11-29,MY,印度（India）,2508.96,403.0,122.0,,20.5652459,20.5652459,金边团队
2024-11-30 00:43:54.598000,2024-11-29,SG,印度（India）,143.42,27.0,43.0,,3.335348837,3.335348837,郑州团队
2024-11-30 01:42:51.126000,2024-11-29,啊闲,印度（India）,3467.52,731.0,261.0,,13.28551724,13.28551724,深圳团队
2024-11-30 01:44:37.969000,2024-11-29,云迪,土耳其(Turkey),808.9,48.0,27.0,,29.95925926,29.95925926,深圳团队
2024-11-30 01:47:13.073000,2024-11-29,云迪,印度（India）,4655.03,518.0,170.0,,27.38252941,27.38252941,深圳团队
2024-11-30 07:29:35.233000,2024-11-29,HW,印度（India）,4783.1,628.0,270.0,,17.71518519,17.71518519,金边团队
2024-11-30 11:21:46.576000,2024-11-29,紫光,印度（India）,987.71,60.0,30.0,,32.92366667,32.92366667,深圳团队
2024-11-30 11:22:21.065000,2024-11-29,紫光,土耳其(Turkey),271.36,11.0,10.0,,27.136,27.136,深圳团队
2024-11-30 20:52:00.087000,2024-11-30,YK,印度（India）,250.67,40.0,20.0,,12.5335,12.5335,金边团队
2024-11-30 22:48:37.751000,2024-11-30,HY,印度（India）,2321.65,242.0,134.0,,17.32574627,17.32574627,郑州团队
2024-11-30 23:01:52.462000,2024-11-30,ZJ,印度（India）,19.74,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-11-30 23:02:05.537000,2024-11-30,YJ,印度（India）,10582.39,1628.0,709.0,,14.9257969,14.9257969,郑州团队
2024-11-30 23:07:04.007000,2024-11-30,MY,印度（India）,604.26,121.0,43.0,,14.05255814,14.05255814,金边团队
2024-11-30 23:07:47.874000,2024-11-30,WD,印度（India）,2872.01,442.0,148.0,,19.40547297,19.40547297,郑州团队
2024-11-30 23:20:58.242000,2024-11-30,HW,印度（India）,6634.08,1033.0,518.0,,12.80710425,12.80710425,金边团队
2024-11-30 23:25:41.139000,2024-11-30,SG,印度（India）,553.62,63.0,14.0,,39.54428571,39.54428571,郑州团队
2024-12-01 08:29:08.773000,2024-11-30,云迪,土耳其(Turkey),1735.62,113.0,66.0,,26.29727273,26.29727273,深圳团队
2024-12-01 10:07:41.530000,2024-11-30,啊闲,印度（India）,1743.19,261.0,81.0,,21.5208642,21.5208642,深圳团队
2024-12-01 12:38:54.604000,2024-12-01,阿北,印度（India）,2155.63,530.0,195.0,,11.05451282,11.05451282,深圳团队
2024-12-01 20:29:50.396000,2024-12-01,MY,印度（India）,4921.58,767.0,347.0,,14.18322767,14.18322767,金边团队
2024-12-01 20:53:14.765000,2024-12-01,YK,印度（India）,6571.41,1320.0,653.0,,10.06341501,10.06341501,金边团队
2024-12-01 22:08:47.353000,2024-12-01,YJ,印度（India）,5464.44,671.0,274.0,,19.94321168,19.94321168,郑州团队
2024-12-01 22:11:24.860000,2024-12-01,WD,印度（India）,3495.16,453.0,196.0,,17.83244898,17.83244898,郑州团队
2024-12-01 22:31:01.938000,2024-12-01,HW,印度（India）,7213.19,1114.0,419.0,,17.2152506,17.2152506,金边团队
2024-12-01 22:49:52.305000,2024-12-01,SG,印度（India）,1854.25,347.0,164.0,,11.30640244,11.30640244,郑州团队
2024-12-01 23:52:28.666000,2024-12-01,Mar,土耳其(Turkey),322.31,3.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-12-02 02:52:29.349000,2024-12-01,啊闲,印度（India）,1446.25,364.0,110.0,,13.14772727,13.14772727,深圳团队
2024-12-02 08:03:51.704000,2024-12-01,云迪,土耳其(Turkey),1745.96,129.0,74.0,,23.59405405,23.59405405,深圳团队
2024-12-02 12:23:30.583000,2024-11-30,紫光,土耳其(Turkey),586.97,30.0,27.0,,21.73962963,21.73962963,深圳团队
2024-12-02 22:08:22.530000,2024-12-02,WD,印度（India）,1635.48,278.0,92.0,,17.77695652,17.77695652,郑州团队
2024-12-02 23:05:31.140000,2024-12-02,YK,印度（India）,6264.68,914.0,384.0,,16.31427083,16.31427083,金边团队
2024-12-02 23:06:12.458000,2024-12-02,YJ,印度（India）,1333.71,140.0,74.0,,18.02310811,18.02310811,郑州团队
2024-12-02 23:09:37.915000,2024-12-02,MY,印度（India）,1588.84,244.0,105.0,,15.13180952,15.13180952,金边团队
2024-12-02 23:09:46.180000,2024-12-02,ZJ,印度（India）,5.7,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-12-02 23:11:52.133000,2024-12-02,HW,印度（India）,4667.06,740.0,291.0,,16.03800687,16.03800687,金边团队
2024-12-02 23:32:20.249000,2024-12-02,SG,印度（India）,6074.62,1075.0,408.0,,14.88877451,14.88877451,郑州团队
2024-12-02 23:39:24.266000,2024-12-02,HY,土耳其(Turkey),8.22,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-12-03 08:04:48.929000,2024-12-02,云迪,土耳其(Turkey),1126.76,75.0,34.0,,33.14,33.14,深圳团队
2024-12-03 08:05:49.061000,2024-12-02,啊闲,印度（India）,3834.04,842.0,316.0,,12.13303797,12.13303797,深圳团队
2024-12-03 14:27:55.097000,2024-12-02,紫光,土耳其(Turkey),468.02,9.0,7.0,,66.86,66.86,深圳团队
2024-12-03 16:40:21.936000,2024-12-02,小赵,印度（India）,97.56,18.0,6.0,,16.26,16.26,深圳团队
2024-12-03 22:33:17.968000,2024-12-03,WD,印度（India）,701.51,75.0,50.0,,14.0302,14.0302,郑州团队
2024-12-03 23:03:48.212000,2024-12-03,YJ,印度（India）,3280.42,401.0,205.0,,16.00204878,16.00204878,郑州团队
2024-12-03 23:24:09.980000,2024-12-03,HW,印度（India）,13232.31,2163.0,709.0,,18.66334274,18.66334274,金边团队
2024-12-03 23:45:10.518000,2024-12-03,SG,印度（India）,1777.55,321.0,154.0,,11.54253247,11.54253247,郑州团队
2024-12-03 23:49:22.116000,2024-12-03,ZJ,印度（India）,15.52,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-12-04 01:05:56.307000,2024-12-03,LYD,印度（India）,666.45,90.0,60.0,,11.1075,11.1075,金边团队
2024-12-04 01:45:31.975000,2024-12-03,YK,印度（India）,8735.32,880.0,355.0,,24.60653521,24.60653521,金边团队
2024-12-04 03:53:00.746000,2024-12-03,老郭,土耳其(Turkey),99.35,1.0,0.0,,#DIV/0!,#DIV/0!,深圳团队
2024-12-04 08:23:48.824000,2024-12-03,云迪,土耳其(Turkey),1170.07,98.0,50.0,,23.4014,23.4014,深圳团队
2024-12-04 10:56:38.885000,2024-12-03,MY,印度（India）,7496.59,1036.0,360.0,,20.82386111,20.82386111,金边团队
2024-12-04 11:16:23.713000,2024-12-03,HY,印度（India）,104.84,16.0,8.0,,13.105,13.105,郑州团队
2024-12-04 11:34:11.142000,2024-12-03,紫光,土耳其(Turkey),801.14,22.0,18.0,,44.50777778,44.50777778,深圳团队
2024-12-04 13:48:28.616000,2024-12-03,啊闲,印度（India）,2410.0,659.0,188.0,,12.81914894,12.81914894,深圳团队
2024-12-04 19:13:31.668000,2024-12-04,LYD,印度（India）,541.18,100.0,14.0,,38.65571429,38.65571429,金边团队
2024-12-04 21:34:36.928000,2024-12-04,YJ,印度（India）,1069.44,136.0,66.0,,16.20363636,16.20363636,郑州团队
2024-12-04 21:43:20.040000,2024-12-04,HW,印度（India）,1365.33,248.0,66.0,,20.68681818,20.68681818,金边团队
2024-12-04 21:46:36.723000,2024-12-04,HY,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
2024-12-04 21:46:37.814000,2024-12-04,YK,印度（India）,0.0,0.0,0.0,,#DIV/0!,#DIV/0!,金边团队
2024-12-04 22:07:46.651000,2024-12-04,ZJ,印度（India）,24.45,8.0,0.0,,#DIV/0!,#DIV/0!,郑州团队
