日期,地区,投手,账户名称/ID,账户种类,代理商,转点截图Today MAX,转点截图yesterday MAX,备注,手续费,实际消耗,"包含手续费
的消耗",开户费
2025-08-03,印度,SG,GAAUS-LY-375  4228148210748565,美金户,凤凰&洛阳,19499.04,12653.17,,1026.8805,6845.87,7872.7505,
2025-08-03,印度,SG,CN - RR 2  426415319138246,军工企业户,深圳芳林子,14055.43,11404.19,,454.952784,2651.24,3106.192784,
2025-08-03,意大利,HW,GAAUS-LY-305  4099799743588524,美金户,凤凰&洛阳,6712.81,5748.84,,144.5955,963.97,1108.5655,
2025-08-03,意大利,YK,GAAUS-LY-389  4357760397792421,美金户,凤凰&洛阳,4059.9,3832.93,,34.0455,226.97,261.0155,
2025-08-03,意大利,YK,M003_1327_+5.30_0725_19_M2  1199554925202723,美金户,凤凰&洛阳,1006.63,849.78,,18.822,156.85,175.672,
2025-08-03,意大利,YJ,GAAUS-LY-372  567761519708719,美金户,凤凰&洛阳,6291.32,5833.42,,68.685,457.9,526.585,
2025-08-03,意大利,YJ,GAAUS-LY-259  1388514002200302,美金户,凤凰&洛阳,867.64,558.48,,46.374,309.16,355.534,
2025-08-03,德国,YK,CC - Velvet 02  686600012327840,越南美金户,深圳芳林子,123.56,,,21.202896,123.56,144.762896,
2025-08-03,德国,YJ,CC - Velvet 01  617668969573215,越南美金户,深圳芳林子,313.6,,,53.81376,313.6,367.41376,
2025-08-03,德国,HW,GAAUS-LY-305  4099799743588524,美金户,凤凰&洛阳,3668.57,3445.96,,33.3915,222.61,256.0015,
2025-08-04,意大利,HW,GAAUS-LY-305  4099799743588524,美金户,凤凰&洛阳,8100.78,6712.81,,208.1955,1387.97,1596.1655,
2025-08-04,意大利,YJ,GAAUS-LY-372  567761519708719,美金户,凤凰&洛阳,6473.9,6291.32,,27.387,182.58,209.967,
2025-08-04,意大利,YJ,GAAUS-LY-259  1388514002200302,美金户,凤凰&洛阳,1119.45,867.64,,37.7715,251.81,289.5815,
2025-08-04,意大利,YK,GAAUS-LY-389  4357760397792421,美金户,凤凰&洛阳,4554.62,4059.9,,74.208,494.72,568.928,
2025-08-04,意大利,YK,M003_1327_+5.30_0725_19_M2  1199554925202723,美金户,凤凰&洛阳,1125.11,1006.63,,14.2176,118.48,132.6976,
2025-08-04,德国,HW,GAAUS-LY-305  4099799743588524,美金户,凤凰&洛阳,3795.2,3668.57,,18.9945,126.63,145.6245,
2025-08-04,德国,YJ,G-U-0711-Mobidata-01  2149142772254174,美金户,启航,2691.81,2595.63,,12.62969697,96.18,108.809697,
2025-08-04,德国,YK,GAAUS-LY-297  +8  1511071179856495 ,美金户,凤凰&洛阳,9181.08,8862.46,,47.793,318.62,366.413,
2025-08-04,印度,SG,CN - RR 2  426415319138246,军工企业户,深圳芳林子,15872.22,14055.43,,311.761164,1816.79,2128.551164,
2025-08-05,印度,HW,GAA-LY-166  1225443189131882,美金户,凤凰&洛阳,338.5,,,50.775,338.5,389.275,
2025-08-05,印度,SG,CN - RR 2  426415319138246,军工企业户,深圳芳林子,16402.63,15872.22,,91.018356,530.41,621.428356,
2025-08-05,印度,SG,GAAUS-LY-375  4228148210748565,美金户,凤凰&洛阳,20119.77,19499.04,,93.1095,620.73,713.8395,
2025-08-05,意大利,HW,GAAUS-LY-305  4099799743588524,美金户,凤凰&洛阳,8946.22,8100.78,,126.816,845.44,972.256,
2025-08-05,印度,HY,CN - Rosie 1  269887998456727,印度企业户,深圳芳林子,22331.57,21329.57,,171.9432,1002,1173.9432,
2025-08-06,印度,SG,CN - RR 2  426415319138246,军工企业户,深圳芳林子,16985.51,16402.63,,100.022208,582.88,682.902208,
2025-08-06,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0287  1357278615578211,美金户,Y-5208 FB欧/美户 ,205.99,,,35.347884,205.99,241.337884,
2025-08-06,印度,MY,Vys_K10  555693546283729,印度企业户,海总新渠道,4.84675,,,0.6300775,4.84675,5.4768275,
2025-08-07,印度,SG,CN - RR 2  426415319138246,军工企业户,深圳芳林子,18410.88,16985.51,,244.593492,1425.37,1669.963492,
2025-08-07,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0287  1357278615578211,美金户,Y-5208 FB欧/美户 ,641.27,205.99,,74.694048,435.28,509.974048,
2025-08-08,印度,ZJ,QT - F Stock 1  348554390757448,美金企业户,🌹R|泰华&云峰合作群美金企业户12+1,,28698.32,历史消耗,,,,
2025-08-07,印度,ZJ,QT - F Stock 1  348554390757448,美金企业户,🌹R|泰华&云峰合作群美金企业户12+1,61.11,,,8.017632,61.11,69.127632,
2025-08-07,印度,ZJ,GAAUS-LY-371  1201279381734621,美金户,凤凰&洛阳,19359.4,19262.59,,14.5215,96.81,111.3315,
2025-08-07,印度,ZJ,GAAUS-LY-370  754598553564328,美金户,凤凰&洛阳,16872.44,16809.21,,9.4845,63.23,72.7145,
2025-08-07,印度,ZJ,GAAUS-LY-304  2072455606575973,美金户,凤凰&洛阳,7317.23,7250.89,,9.951,66.34,76.291,
2025-08-08,印度,MY,King-HK+8-Mark-03  474450907685159,香港三不限,印度企业户 欧洲美金户,1.31,,,0.1179,1.31,1.4279,
2025-08-08,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0287  1357278615578211,美金户,Y-5208 FB欧/美户 ,996.03,641.27,,60.876816,354.76,415.636816,
2025-08-08,印度,SG,King-HK+7-Mark-08  282767320547673,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,260.02,,,15.6012,260.02,275.6212,
2025-08-08,德国,YK,XL-GPA-LMCL-Xiaomi--3-01-巴西货币  724616010318172,美国额度户,印度企业户 欧洲美金户,989.6110092,450.1266055,,70.13297248,539.4844037,609.6173761,
2025-08-08,德国,YJ,XL-GPA-LMCL-Xiaomi--3-01-巴西货币  724616010318172,美国额度户,印度企业户 欧洲美金户,9.895412844,,,1.28640367,9.895412844,11.18181651,
2025-08-09,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0287  1357278615578211,美金户,Y-5208 FB欧/美户 ,1366.96,996.03,,63.651588,370.93,434.581588,
2025-08-09,印度,SG,King-HK+7-Mark-08  282767320547673,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,2671.42,260.02,,144.684,2411.4,2556.084,
2025-08-11,德国,YK,XL-GPA-LMCL-Xiaomi--3-01-巴西货币  724616010318172,美国额度户,印度企业户 欧洲美金户,1619.354128,989.6110092,,81.8666055,629.7431193,711.6097248,
2025-08-11,德国,YJ,XL-GPA-LMCL-Xiaomi--3-01-巴西货币  724616010318172,美国额度户,印度企业户 欧洲美金户,481.7082569,9.895412844,,61.33566972,471.812844,533.1485138,
2025-08-10,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0287  1357278615578211,美金户,Y-5208 FB欧/美户 ,1575.69,1366.96,,35.818068,208.73,244.548068,
2025-08-10,印度,SG,King-HK+7-Mark-08  282767320547673,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,5157.8,2671.42,,149.1828,2486.38,2635.5628,
2025-08-10,德国,YJ,GT-DK+8-RTD-01  1685332432282883,欧洲户,GT&SHEN 欧洲户８＋１ 港60+5+1,52.82,,,4.7538,52.82,57.5738,
2025-08-11,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0287  1357278615578211,美金户,Y-5208 FB欧/美户 ,1884.3,1575.69,,52.957476,308.61,361.567476,
2025-08-11,印度,SG,King-HK+7-Mark-08  282767320547673,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,6575.56,5157.8,,85.0656,1417.76,1502.8256,
2025-08-11,意大利,YJ,Hongyn - HY -(+8) 1786  379583851294920,越南美金户,印度企业户 欧洲美金户,107.04,,,10.704,107.04,117.744,
2025-08-12,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0287  1357278615578211,美金户,Y-5208 FB欧/美户 ,2205.93,1884.3,,55.191708,321.63,376.821708,
2025-08-12,意大利,HW,GAA-LY-78  1339798650447511,美金户,凤凰&洛阳,,2428.63,历史消耗,,,,
2025-08-12,意大利,HW,GAA-LY-78  1339798650447511,美金户,凤凰&洛阳,2482.85,2428.63,,8.133,54.22,62.353,
2025-08-12,意大利,YJ,Hongyn - HY -(+8) 1786  379583851294920,越南美金户,印度企业户 欧洲美金户,266.53,107.04,,15.949,159.49,175.439,
2025-08-12,意大利,YJ,Hongyn - HY -(+8) 1788  4243358952656492,越南美金户,印度企业户 欧洲美金户,76.93,,,7.693,76.93,84.623,
2025-08-12,意大利,YJ,STAR-GMT+8-USD4368-JJ-JXCH-0312  1869824043854105,美金户,Y-5208 FB欧/美户,122.65,,,12.265,122.65,134.915,
2025-08-12,意大利,YK,GAA-LY-28  1900798030693900,美金户,凤凰&洛阳,,1908.59,历史消耗,,,,
2025-08-12,意大利,YK,NHHMAX-7-250-19  496695885230268,欧洲户,GT&SHEN 欧洲户８＋１ 港60+5+1,,2.67,历史消耗,,,,
2025-08-13,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0287  1357278615578211,美金户,Y-5208 FB欧/美户 ,2587.11,2205.93,,65.410488,381.18,446.590488,
2025-08-13,意大利,HW,GAA-LY-78  1339798650447511,美金户,凤凰&洛阳,2640.45,2482.85,,23.64,157.6,181.24,
2025-08-13,意大利,YJ,Hongyn - HY -(+8) 1786  379583851294920,越南美金户,印度企业户 欧洲美金户,455.01,266.53,,18.848,188.48,207.328,
2025-08-13,意大利,YJ,Hongyn - HY -(+8) 1788  4243358952656492,越南美金户,印度企业户 欧洲美金户,240.32,76.93,,16.339,163.39,179.729,
2025-08-13,意大利,YJ,STAR-GMT+8-USD4368-JJ-JXCH-0312  1869824043854105,美金户,Y-5208 FB欧/美户,233.58,122.65,,11.093,110.93,122.023,
2025-08-14,意大利,YJ,Hongyn - HY -(+8) 1786  379583851294920,越南美金户,印度企业户 欧洲美金户,645.78,455.01,,19.077,190.77,209.847,
2025-08-14,意大利,YJ,Hongyn - HY -(+8) 1788  4243358952656492,越南美金户,印度企业户 欧洲美金户,351.96,240.32,,11.164,111.64,122.804,
2025-08-14,意大利,YJ,STAR-GMT+8-USD4368-JJ-JXCH-0312  1869824043854105,美金户,Y-5208 FB欧/美户,385.34,233.58,,15.176,151.76,166.936,
2025-08-14,意大利,YJ,King-HK+7-CTCP-06  1200194811772505,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,193.05,,,11.583,193.05,204.633,
2025-08-14,意大利,HW,GAA-LY-78  1339798650447511,美金户,凤凰&洛阳,2947.56,2640.45,,46.0665,307.11,353.1765,
2025-08-14,意大利,HW,King-HK+7-CTCP-09  1758848624842808,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,93.81,,,5.6286,93.81,99.4386,
2025-08-14,德国,YK,King-HK+8-THAI-29  1728007691425348,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,103.42,,,6.2052,103.42,109.6252,
2025-08-14,德国,YK,STAR-GMT+8-USD4368-JJ-JXCH-0313  1383800343071293,美金户,Y-5208 FB欧/美户,5.62,,,0.562,5.62,6.182,
2025-08-14,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,50928.42494,49234.15219,,135.54182,1694.27275,1829.81457,
2025-08-14,印度,ZJ,BA GLADIUS 4  936002028210213,印尼企业户,印度户印尼企业户,12719.19,12652.12,,6.0363,67.07,73.1063,
2025-08-15,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,51933.88625,50928.42494,,80.436905,1005.461313,1085.898218,
2025-08-15,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0315  1258020049131282,美金户,Y-5208 FB欧/美户,,3001.93,历史消耗,,,,
2025-08-15,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0315  1258020049131282,美金户,Y-5208 FB欧/美户,3164.0,3001.93,,16.207,162.07,178.277,
2025-08-15,意大利,HW,GAA-LY-78  1339798650447511,美金户,凤凰&洛阳,3216.17,2947.56,,40.2915,268.61,308.9015,
2025-08-15,意大利,HW,King-HK+7-CTCP-09  1758848624842808,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,271.33,93.81,,10.6512,177.52,188.1712,
2025-08-15,意大利,HW,King-HK+7-THAI-37  1787595238490477,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,86.68,,,5.2008,86.68,91.8808,
2025-08-15,德国,YK,King-HK+8-THAI-29  1728007691425348,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,127.46,103.42,,1.4424,24.04,25.4824,
2025-08-15,德国,YK,GT+7-TN-47  721145704114811,欧洲美金户,GT&SHEN 欧洲户８＋１ 港60+5+1,97.67,,,8.7903,97.67,106.4603,
2025-08-15,德国,YK,JNS-MIG-GoldP-Backup--3-82  1071103527502369,美金户,印度企业户 欧洲美金户,44.41,,,5.7733,44.41,50.1833,
2025-08-15,德国,YK,GOGO-ZDD-ADA+7-GX-551  642222004873813,金融户,海总&志诚三不限,84.51504,,,8.451504,84.51504,92.966544,
2025-08-16,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0315  1258020049131282,美金户,Y-5208 FB欧/美户,3220.2,3164.0,,5.62,56.2,61.82,
2025-08-16,意大利,HW,GAA-LY-78  1339798650447511,美金户,凤凰&洛阳,3353.23,3216.17,,20.559,137.06,157.619,
2025-08-16,意大利,HW,King-HK+7-CTCP-09  1758848624842808,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,422.02,271.33,,9.0414,150.69,159.7314,
2025-08-16,意大利,HW,King-HK+7-THAI-37  1787595238490477,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,137.84,86.68,,3.0696,51.16,54.2296,
2025-08-17,意大利,HW,King-HK+7-CTCP-09  1758848624842808,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,818.79,422.02,,23.8062,396.77,420.5762,
2025-08-17,意大利,YJ,Hongyn - HY -(+8) 1786  379583851294920,越南美金户,印度企业户 欧洲美金户,721.48,645.78,,7.57,75.7,83.27,
2025-08-17,意大利,YJ,Hongyn - HY -(+8) 1788  4243358952656492,越南美金户,印度企业户 欧洲美金户,372.53,351.96,,2.057,20.57,22.627,
2025-08-17,意大利,YJ,STAR-GMT+8-USD4368-JJ-JXCH-0312  1869824043854105,美金户,Y-5208 FB欧/美户,426.37,385.34,,4.103,41.03,45.133,
2025-08-17,意大利,YJ,King-HK+7-CTCP-06  1200194811772505,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,249.84,193.05,,3.4074,56.79,60.1974,
2025-08-18,印度,SG,Meta-USD+8-Alex -081601  1526724018310731,金融验证户,Alex Summer-客户服务群-L0816,167.65,,,15.0885,167.65,182.7385,
2025-08-18,意大利,HW,King-HK+7-CTCP-09  1758848624842808,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,1317.37,818.79,,29.9148,498.58,528.4948,
2025-08-18,意大利,YJ,Hongyn - HY -(+8) 1786  379583851294920,越南美金户,印度企业户 欧洲美金户,843.82,721.48,,12.234,122.34,134.574,
2025-08-18,意大利,YJ,Hongyn - HY -(+8) 1788  4243358952656492,越南美金户,印度企业户 欧洲美金户,506.08,372.53,,13.355,133.55,146.905,
2025-08-18,意大利,YJ,STAR-GMT+8-USD4368-JJ-JXCH-0312  1869824043854105,美金户,Y-5208 FB欧/美户,505.88,426.37,,7.951,79.51,87.461,
2025-08-18,意大利,YJ,King-HK+7-CTCP-06  1200194811772505,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,454.34,249.84,,12.27,204.5,216.77,
2025-08-18,德国,YK,JNS-MIG-GoldP-Backup--3-82  1071103527502369,美金户,印度企业户 欧洲美金户,190.55,44.41,,18.9982,146.14,165.1382,
2025-08-18,德国,YK,GOGO-ZDD-ADA+7-GX-551  642222004873813,金融户,海总&志诚三不限,730.68588,84.51504,,64.617084,646.17084,710.787924,
2025-08-18,德国,YK,ACC |- Joanna x CC （-8）0809-84  1199532571792937,欧洲美金户,Y-5208 FB欧/美户,24.47,,,2.9364,24.47,27.4064,
2025-08-18,德国,YK,JNS-MIG-GoldP-backup--3-81  1046625369773271,美金户,印度企业户 欧洲美金户,252.03,,,32.7639,252.03,284.7939,
2025-08-19,印度,SG,Meta-USD+8-Alex -081601  1526724018310731,金融验证户,Alex Summer-客户服务群-L0816,1226.12,167.65,,95.2623,1058.47,1153.7323,
2025-08-19,印度,SG,Books-ZK+8-QQB-85  1284789809782815,直客户,海总&志诚三不限,726.93,,,50.8851,726.93,777.8151,
2025-08-19,意大利,HW,King-HK+7-CTCP-09  1758848624842808,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,1634.17,1317.37,,19.008,316.8,335.808,
2025-08-19,德国,YK,GOGO-ZDD-ADA+7-GX-551  642222004873813,金融户,海总&志诚三不限,1456.83716,730.68588,,72.615128,726.15128,798.766408,
2025-08-19,德国,YK,JNS-MIG-GoldP-backup--3-81  1046625369773271,美金户,印度企业户 欧洲美金户,332.3,252.03,,10.4351,80.27,90.7051,
2025-08-19,意大利,YJ,Hongyn - HY -(+8) 1786  379583851294920,越南美金户,印度企业户 欧洲美金户,964.72,843.82,,12.09,120.9,132.99,
2025-08-19,意大利,YJ,JNS-MIG-GoldP-backup--3-89  1514008402483020,美金户,印度企业户 欧洲美金户,17.28,,,2.2464,17.28,19.5264,
2025-08-19,意大利,YJ,"KKda Co.,Limited+3-032  1614094699994364",美金户,B哥-欧洲户10➕1,11.75,,,1.2925,11.75,13.0425,
2025-08-19,意大利,YJ,JNS-MIG-GoldP-backup--3-80  252716927877866,美金户,印度企业户 欧洲美金户,279.01,,,36.2713,279.01,315.2813,
2025-08-20,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,54457.52988,51933.88625,,201.89149,2523.643625,2725.535115,
2025-08-20,印度,SG,Books-ZK+8-QQB-85  1284789809782815,直客户,海总&志诚三不限,1410.0,726.93,,47.8149,683.07,730.8849,
2025-08-20,意大利,YJ,Hongyn - HY -(+8) 1786  379583851294920,越南美金户,印度企业户 欧洲美金户,1008.0,964.72,,4.328,43.28,47.608,
2025-08-20,意大利,YJ,JNS-MIG-GoldP-backup--3-89  1514008402483020,美金户,印度企业户 欧洲美金户,240.7,17.28,,29.0446,223.42,252.4646,
2025-08-20,意大利,YJ,"KKda Co.,Limited+3-032  1614094699994364",美金户,B哥-欧洲户10➕1,157.81,11.75,,16.0666,146.06,162.1266,
2025-08-20,意大利,YJ,JNS-MIG-GoldP-backup--3-80  252716927877866,美金户,印度企业户 欧洲美金户,542.6,279.01,,34.2667,263.59,297.8567,
2025-08-20,意大利,MY,King-HK+8-THAI-28  705273928757643,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,99.64,,,5.9784,99.64,105.6184,
2025-08-20,意大利,HW,King-HK+7-CTCP-09  1758848624842808,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,1974.81,1634.17,,20.4384,340.64,361.0784,
2025-08-20,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0315  1258020049131282,美金户,Y-5208 FB欧/美户,3359.9,3220.2,,13.97,139.7,153.67,
2025-08-21,印度,SG,Books-ZK+8-QQB-85  1284789809782815,直客户,海总&志诚三不限,2705.61,1410.0,,90.6927,1295.61,1386.3027,
2025-08-21,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,56502.51013,54457.52988,,163.59842,2044.98025,2208.57867,
2025-08-21,意大利,HW,King-HK+7-CTCP-09  1758848624842808,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,2162.03,1974.81,,11.2332,187.22,198.4532,
2025-08-21,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0315  1258020049131282,美金户,Y-5208 FB欧/美户,3663.27,3359.9,,30.337,303.37,333.707,
2025-08-21,德国,YJ,GOGO-ZDD-ADA+7-GX-570  1798987034274878,金融户,海总&志诚三不限,73.40276,,,7.340276,73.40276,80.743036,
2025-08-21,德国,YK,GOGO-ZDD-ADA+7-GX-551  642222004873813,金融户,海总&志诚三不限,3203.04528,1456.83716,,174.620812,1746.20812,1920.828932,
2025-08-21,德国,YK,GOGO-ZDD-ADA+7-GX-572  1378479426478200,金融户,海总&志诚三不限,365.0366,,,36.50366,365.0366,401.54026,
2025-08-21,意大利,YJ,JNS-MIG-GoldP-backup--3-89  1514008402483020,美金户,印度企业户 欧洲美金户,519.64,240.7,,36.2622,278.94,315.2022,
2025-08-21,意大利,YJ,"KKda Co.,Limited+3-032  1614094699994364",美金户,B哥-欧洲户10➕1,448.89,157.81,,32.0188,291.08,323.0988,
2025-08-22,印度,SG,Books-ZK+8-QQB-85  1284789809782815,直客户,海总&志诚三不限,3404.65,2705.61,,48.9328,699.04,747.9728,
2025-08-22,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,57897.63181,56502.51013,,111.609735,1395.121688,1506.731423,
2025-08-22,意大利,HW,King-HK+7-CTCP-09  1758848624842808,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,2162.03,2162.03,,0,0,0.0,
2025-08-22,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0315  1258020049131282,美金户,Y-5208 FB欧/美户,3769.96,3663.27,,10.669,106.69,117.359,
2025-08-22,意大利,YJ,JNS-MIG-GoldP-backup--3-89  1514008402483020,美金户,印度企业户 欧洲美金户,553.23,519.64,,4.3667,33.59,37.9567,
2025-08-22,意大利,YJ,"KKda Co.,Limited+3-032  1614094699994364",美金户,B哥-欧洲户10➕1,512.82,448.89,,7.0323,63.93,70.9623,
2025-08-22,印度,SG,TC-USD+8-Alex -082001  1090286459899356,金融验证户,Alex Summer-客户服务群-L0816,64.46,,,5.8014,64.46,70.2614,
2025-08-22,意大利,YJ,JNS-MIG-GoldP-backup--3-80  252716927877866,美金户,印度企业户 欧洲美金户,718.94,542.6,,22.9242,176.34,199.2642,
2025-08-23,印度,SG,Books-ZK+8-QQB-85  1284789809782815,直客户,海总&志诚三不限,4336.52,3404.65,,65.2309,931.87,997.1009,
2025-08-23,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,61849.49338,57897.63181,,316.148925,3951.861563,4268.010487,
2025-08-23,意大利,HW,STAR-GMT+8-USD4368-JJ-JXCH-0315  1258020049131282,美金户,Y-5208 FB欧/美户,4148.76,3769.96,,37.88,378.8,416.68,
2025-08-23,意大利,YJ,JNS-MIG-GoldP-backup--3-89  1514008402483020,美金户,印度企业户 欧洲美金户,700.47,553.23,,19.1412,147.24,166.3812,
2025-08-23,意大利,YJ,"KKda Co.,Limited+3-032  1614094699994364",美金户,B哥-欧洲户10➕1,585.71,512.82,,8.0179,72.89,80.9079,
2025-08-23,意大利,YJ,JNS-MIG-GoldP-backup--3-80  252716927877866,美金户,印度企业户 欧洲美金户,774.36,718.94,,7.2046,55.42,62.6246,
2025-08-24,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,65312.00769,61849.49338,,277.001145,3462.514313,3739.515458,
2025-08-24,印度,SG,Books-ZK+8-QQB-85  1284789809782815,直客户,海总&志诚三不限,4656.21,4336.52,,22.3783,319.69,342.0683,
2025-08-24,印度,SG,MA-USD+8-Alex-082202  768369919119080,金融验证户,Alex Summer-客户服务群-L0816,63.22,,,5.6898,63.22,68.9098,
2025-08-24,德国,YK,JNS-MIG-GoldP-backup--3-81  1046625369773271,美金户,印度企业户 欧洲美金户,642.36,332.3,,40.3078,310.06,350.3678,
2025-08-25,印度,SG,Books-ZK-7-QQB-121  1611076669842608,直客户,海总&志诚三不限,8.95,,,0.6265,8.95,9.5765,
2025-08-25,印度,MY,BA VORNIX 9  1412307579460468,印尼企业户,印度户印尼企业户,68254.54425,65312.00769,,235.402925,2942.536563,3177.939488,
2025-08-25,马来西亚,SG,Books-ZK+8-QQB-85  1284789809782815,直客户,海总&志诚三不限,4711.12,4656.21,,3.8437,54.91,58.7537,
2025-08-25,意大利,HW,King-HK+7-CTCP-09  1758848624842808,香港三不限,GT&SHEN 欧洲户８＋１ 港60+5+1,2227.98,2162.03,,3.957,65.95,69.907,
2025-08-25,意大利,YJ,JNS-MIG-GoldP-backup--3-89  1514008402483020,美金户,印度企业户 欧洲美金户,756.43,700.47,,7.2748,55.96,63.2348,
2025-08-25,德国,YK,JNS-MIG-GoldP-backup--3-81  1046625369773271,美金户,印度企业户 欧洲美金户,826.18,642.36,,23.8966,183.82,207.7166,
